source_de	target_en	predicted_en	error_type	analysis	data_type
Insbesondere wenn man zu verstehen lernt, das auch in Erdnüsse tierische Zusatzstoffe als Farbgeber enthalten seinen können, scheint man mit der Befolgung der Ethik bei so vielen Hürden und Fallen schnell der Mut zu verlassen.	OInce you come to understand that peanuts, in particular, may also contain animal additives as a colourant, people seem to quickly lose courage when following a code of ethics with so many hurdles and pitfalls.	In particular, when one learns that animal additives can also be found in peanuts, it is easy to lose heart in the face of so many obstacles and traps.	Grammatical Error	"The model translation is ""In particular, when one learns that animal additives can also be found in peanuts, it is easy to lose heart in the face of so many obstacles and traps.""
The German opening ""Insbesondere wenn man zu verstehen lernt"" should be ""Once you come to understand that peanuts, in particular"" not ""In particular, when one learns"" - the target emphasizes understanding and places ""in particular"" after ""peanuts."" The phrase ""tierische Zusatzstoffe als Farbgeber"" should be ""animal additives as a colourant"" not just ""animal additives"" - the model omits ""als Farbgeber"" (as colourant). The phrase ""scheint man mit der Befolgung der Ethik bei so vielen Hürden und Fallen schnell der Mut zu verlassen"" should be ""people seem to quickly lose courage when following a code of ethics with so many hurdles and pitfalls"" not ""it is easy to lose heart in the face of so many obstacles and traps"" - the model simplifies the complex German structure.
The correct translation should be ""Once you come to understand that peanuts, in particular, may also contain animal additives as a colourant, people seem to quickly lose courage when following a code of ethics with so many hurdles and pitfalls.""|||END|||"	error_correction
"Im Jahr 1937 tauchte in der Fachpresse der von Ing. Rohoziński stammende Entwurf einer fotoelektrischen Jagdrakete auf, und im darauf folgenden Jahr erschien das Werk ""Rakieta - torpeda powietrzna i rakietobomba lotnicza"" des Autors Leliwa-Krzywoblocky."	In 1937, the concept of a photoelectric homing rocket designed by engineer Rohozinski appeared in the trade press, and in the following year The Rocket - air torpedo and flying rocket-bomb appeared, authored by Leliwy-Krywoblocki.	In 1937, the design of a photoelectric rocket by Ing. Rohoziński appeared in the technical press, and in 1938, the work 'Rakieta - torpeda powietrzna i rakietobomba lotnicza' by the author Leliwa-Krzywoblocky appeared.	Omission/Addition Error	"The model translation is ""In 1937, the design of a photoelectric rocket by Ing. Rohoziński appeared in the technical press, and in 1938, the work 'Rakieta - torpeda powietrzna i rakietobomba lotnicza' by the author Leliwa-Krzywoblocky appeared.""
The German ""fotoelektrischen Jagdrakete"" should be ""photoelectric homing rocket"" not just ""photoelectric rocket"" - missing the crucial ""homing"" capability. The phrase ""im darauf folgenden Jahr"" should be ""in the following year"" not ""in 1938"" - the model unnecessarily specified the year. The author name ""Leliwy-Krywoblocki"" was spelled incorrectly as ""Leliwa-Krzywoblocky"" - wrong spelling of the surname. The word ""Fachpresse"" should be ""trade press"" not ""technical press"" - different industry terminology.
The correct translation should be ""In 1937, the concept of a photoelectric homing rocket designed by engineer Rohozinski appeared in the trade press, and in the following year The Rocket - air torpedo and flying rocket-bomb appeared, authored by Leliwy-Krywoblocki.""|||END|||"	error_correction
Aufgrund der bestehenden Binnenmarktregelungen in Europa haben die betroffenen Auftraggeber der Europäischen Union nach diesem GATT-Abkommen für Regierungskäufe nur begrenzte zusätzliche Verpflichtungen übernehmen müssen.	By virtue of the existing internal market arrangements in Europe, the contracting entities concerned in the European Union have been required to give only limited additional undertakings.			"The translation is ""By virtue of the existing internal market arrangements in Europe, the contracting entities concerned in the European Union have been required to give only limited additional undertakings.""
By double checking, I see the translation is correct
The correct translation is ""By virtue of the existing internal market arrangements in Europe, the contracting entities concerned in the European Union have been required to give only limited additional undertakings.""|||END|||"	clean_translation
Leider hat es Herr Goldstone nicht für notwendig erachtet zu untersuchen, ob dies tatsächlich der Fall war.	Unfortunately, Mr Goldstone has not seen fit to investigate whether this actually was the case.			"The translation is ""Unfortunately, Mr Goldstone has not seen fit to investigate whether this actually was the case.""
By double checking, I see the translation is correct
The correct translation is ""Unfortunately, Mr Goldstone has not seen fit to investigate whether this actually was the case.""|||END|||"	clean_translation
Unter der Regie der Schottener Gesellschaft für Tourismus und Stadtmarketing (GTS) hatte der Park ein schönes Festambiente erhalten und natürlich hatte man Leckereien, etwa Flammkuchen mit gut gekühltem Federweißer, vorbereitet.	Under the guidance of manager of the Schotten Association for Tourism and Town Marketing (GTS) the Park had acquired a lovely festive ambience and, of course, there were plenty of nice nibbles, such as Flammkuchen with well-chilled Federweißer wine, too.	The park had been given a lovely festival atmosphere under the auspices of the Scottish Tourist Board and, of course, there were treats, such as flammkuchen with cold white wine.	Named Entity Error	"The model translation is ""The park had been given a lovely festival atmosphere under the auspices of the Scottish Tourist Board and, of course, there were treats, such as flammkuchen with cold white wine.""
The German ""Schottener Gesellschaft für Tourismus und Stadtmarketing (GTS)"" should be ""Schotten Association for Tourism and Town Marketing (GTS)"" not ""Scottish Tourist Board"" - wrong location (Schotten is a German town, not Scotland). The phrase ""ein schönes Festambiente erhalten"" should be ""had acquired a lovely festive ambience"" not ""had been given a lovely festival atmosphere"" - different verb and formality. The German ""Leckereien"" should be ""nice nibbles"" not just ""treats"" - more specific food terminology. The phrase ""gut gekühltem Federweißer"" should be ""well-chilled Federweißer wine"" not ""cold white wine"" - Federweißer is a specific type of new wine, not generic white wine. The word ""natürlich"" (of course) was translated correctly.
The correct translation should be ""Under the guidance of manager of the Schotten Association for Tourism and Town Marketing (GTS) the Park had acquired a lovely festive ambience and, of course, there were plenty of nice nibbles, such as Flammkuchen with well-chilled Federweißer wine, too.""|||END|||"	error_correction
Sie ist ein Produkt der Politik und nicht der Wirtschaft; folglich kann auch eine Klärung auf politischem Wege erfolgen.	It is a product of politics, not economics; it can be addressed by politics.			"The translation is ""It is a product of politics, not economics; it can be addressed by politics.""
By double checking, I see the translation is correct
The correct translation is ""It is a product of politics, not economics; it can be addressed by politics.""|||END|||"	clean_translation
Eine Ratte oder eine Schabe flieht bei Gefahr heißt das, dass sie auch Furcht empfindet?	When in danger, a rat or roach will run away. Does it mean they experience fear, too?	A rat or a cockroach fleeing from danger is afraid?	Grammatical Error	"The model translation is ""A rat or a cockroach fleeing from danger is afraid?""
The German sentence should be structured as two sentences: ""When in danger, a rat or roach will run away. Does it mean they experience fear, too?"" The model compressed this into one awkward question. The phrase ""heißt das, dass"" should be ""Does it mean"" as a separate question. The conditional structure ""bei Gefahr flieht"" should be ""When in danger...will run away"" not ""fleeing from danger.""
The correct translation should be ""When in danger, a rat or roach will run away. Does it mean they experience fear, too?""|||END|||"	error_correction
"Auf den Wert der Tochter muss die Hypo Real Estate nun Abschreibungen vornehmen, die einen ""wesentlichen materiellen Effekt"" auf die Gewinn- und Verlustrechnung der Gruppe haben werden, heiß es recht unbestimmt."	Now Hypo Real Estate has to induce write-offs according to the subsidiary's worth that will have a `significant, material effect' on the group's profit-and-loss statement, it said rather vaguely.	Hypo Real Estate must now write off the value of its daughter, which will have a'substantial effect' on the group's profit and loss account.	Lexical Error	"The model translation is ""Hypo Real Estate must now write off the value of its daughter, which will have a'substantial effect' on the group's profit and loss account.""
The German ""Auf den Wert der Tochter"" should be ""according to the subsidiary's worth"" not ""the value of its daughter"" - business terminology vs. family relationship. The phrase ""muss die Hypo Real Estate nun Abschreibungen vornehmen"" should be ""Now Hypo Real Estate has to induce write-offs"" not ""Hypo Real Estate must now write off"" - different structure and verb choice. The German ""wesentlichen materiellen Effekt"" should be ""significant, material effect"" (with quotation marks) not ""substantial effect"" - missing the material aspect and quotation marks. The phrase ""heiß es recht unbestimmt"" (it said rather vaguely) was completely omitted. The model confused business subsidiary with family daughter terminology.
The correct translation should be ""Now Hypo Real Estate has to induce write-offs according to the subsidiary's worth that will have a `significant, material effect' on the group's profit-and-loss statement, it said rather vaguely.""|||END|||"	error_correction
Herr Präsident, die Frage, mit der wir uns heute befassen, beinhaltet einen vollkommen klaren politischen Aspekt.	Mr President, the issue with which we are concerned today has an obvious political element.			"The translation is ""Mr President, the issue with which we are concerned today has an obvious political element.""
By double checking, I see the translation is correct
The correct translation is ""Mr President, the issue with which we are concerned today has an obvious political element.""|||END|||"	clean_translation
Gerade für das deutsche Betriebsrentenmodell sind die aktuellen Beschlüsse aber nicht förderlich.	However, the decisions in question are not favourable for the German occupational pension model in particular.			"The translation is ""However, the decisions in question are not favourable for the German occupational pension model in particular.""
By double checking, I see the translation is correct
The correct translation is ""However, the decisions in question are not favourable for the German occupational pension model in particular.""|||END|||"	clean_translation
In diesem Publikum aus Modepuppen strahlen Namen wie der von Sibilla de Luxemburgo, Gloria von Thurn und Taxis, Mette-Marit von Norwegen, Rosario von Bulgarien oder Sofía von Habsburg.	In this crowd of mannequins, names stand out such as Sibilla of Luxembourg, Gloria von Thurn und Taxis, Mette-Marit of Norway, Rosario of Bulgaria and Sofia of Habsburg.	This audience is full of dolls' names, such as Sibilla de Luxembourg, Gloria von Thurn und Taxis, Mette-Marit of Norway, Rosario of Bulgaria and Sofía of Habsburg.	Semantic Error	"The model translation is ""This audience is full of dolls' names, such as Sibilla de Luxembourg, Gloria von Thurn und Taxis, Mette-Marit of Norway, Rosario of Bulgaria and Sofía of Habsburg.""
The German ""Modepuppen"" should be ""mannequins"" not ""dolls"" - this refers to fashion mannequins, not toys. The phrase ""strahlen Namen wie"" should be ""names stand out such as"" not ""is full of dolls' names"" - the names are prominent/glowing, not just present. The structure ""In diesem Publikum"" should be ""In this crowd"" not ""This audience is full of"" which changes the perspective. The model lost the fashion context and made it sound like toys rather than fashion displays.
The correct translation should be ""In this crowd of mannequins, names stand out such as Sibilla of Luxembourg, Gloria von Thurn und Taxis, Mette-Marit of Norway, Rosario of Bulgaria and Sofia of Habsburg.""|||END|||"	error_correction
Die erzielte Lösung wurde nicht von allen mitgetragen, sondern von Äthiopien als dem militärischen Sieger des Konflikts durchgesetzt.	However, the solution reached was not a mutually agreed solution but a concession obtained from Ethiopia, which won the war by military force.			"The translation is ""However, the solution reached was not a mutually agreed solution but a concession obtained from Ethiopia, which won the war by military force.""
By double checking, I see the translation is correct
The correct translation is ""However, the solution reached was not a mutually agreed solution but a concession obtained from Ethiopia, which won the war by military force.""|||END|||"	clean_translation
Zweitens hat die Kommission die Auswirkungen des Richtlinienvorschlags nicht geprüft.	Secondly, the Commission has failed to provide an impact assessment of the proposed directive.			"The translation is ""Secondly, the Commission has failed to provide an impact assessment of the proposed directive.""
By double checking, I see the translation is correct
The correct translation is ""Secondly, the Commission has failed to provide an impact assessment of the proposed directive.""|||END|||"	clean_translation
Sie selbst, Herr Bundeskanzler, haben im März diesen Jahres in Luxemburg davon gesprochen, daß die Erweiterung zwar eine Notwendigkeit sei, aber keine Euphorie hervorrufe.	You yourself, Chancellor, said in Luxembourg last March that enlargement was certainly necessary, but that it was not exactly enthusiastically welcomed.			"The translation is ""You yourself, Chancellor, said in Luxembourg last March that enlargement was certainly necessary, but that it was not exactly enthusiastically welcomed.""
By double checking, I see the translation is correct
The correct translation is ""You yourself, Chancellor, said in Luxembourg last March that enlargement was certainly necessary, but that it was not exactly enthusiastically welcomed.""|||END|||"	clean_translation
"Von den hiesigen Einwohnern bekam das Haus mit seinen organischen Formen den Spitznamen ""Knochenhaus""."	The locals started to call it the House of bones for its organic shapes.	The locals called the House of Parliament 'bone house' because of its organic forms.	Semantic Error	"The model translation is ""The locals called the House of Parliament 'bone house' because of its organic forms.""
The German text doesn't mention ""House of Parliament"" - this appears to be completely added by the model. The phrase ""bekam das Haus...den Spitznamen"" should be ""started to call it the House of bones"" not ""called the House of Parliament 'bone house'"" - the model inserted an incorrect building identification. The phrase ""Knochenhaus"" should be ""House of bones"" not ""bone house"" - different capitalization and structure. The phrase ""mit seinen organischen Formen"" should be ""for its organic shapes"" not ""because of its organic forms"" - different causal structure.
The correct translation should be ""The locals started to call it the House of bones for its organic shapes.""|||END|||"	error_correction
Nach dem offiziellen Teil wanderte die illustre Gesellschaft ins Springstadion, wo der Lavazza-Preis lief.	After the official part, the illustrious gathering wandered to the show-jumping stadium, where the Lavazza Prize was underway.	After the official part of the evening, the illustrious company moved on to the Spring Stadium for the Lavazza Prize.	Named Entity Error	"The model translation is ""After the official part of the evening, the illustrious company moved on to the Spring Stadium for the Lavazza Prize.""
The German ""Springstadion"" should be ""show-jumping stadium"" not ""Spring Stadium"" - this is a compound noun referring to equestrian sports, not a stadium named ""Spring."" The phrase ""wo der Lavazza-Preis lief"" should be ""where the Lavazza Prize was underway"" not just ""for the Lavazza Prize"" - missing the ongoing nature of the event. The model added ""of the evening"" which is not present in the German original. The word ""wanderte"" should be ""wandered to"" not ""moved on to"" - the reference maintains the more leisurely, informal movement implied by ""wandern.""
The correct translation should be ""After the official part, the illustrious gathering wandered to the show-jumping stadium, where the Lavazza Prize was underway.""|||END|||"	error_correction
"Ob sein eigenes Paket an allen Ecken verfassungsfest ist und ob es tatsächlich ""zumutbar"" ist für den Koalitionspartner, muss sich erst noch zeigen."	"However, it remains to be seen whether his own package is in line with the constitution throughout, and whether it really is ""achievable"" for his coalition partner."	Whether his own package is watertight at all points and whether it is actually 'palatable' for the coalition partner will have to be seen.	Grammatical Error	"The model translation is ""Whether his own package is watertight at all points and whether it is actually 'palatable' for the coalition partner will have to be seen.""
The German ""verfassungsfest"" means ""constitutional/in line with the constitution"" not ""watertight"" - this is a legal term about constitutional compliance. The word ""zumutbar"" means ""reasonable/acceptable"" not ""palatable"" - it's about what can reasonably be expected. The phrase refers to ""citizens"" not ""coalition partner"" - this changes the political context. The phrase structure should be ""However, it remains to be seen"" not ""will have to be seen"".
The correct translation should be ""However, it remains to be seen whether his own package is in line with the constitution throughout, and whether it is actually 'reasonable' for citizens to accept.""|||END|||"	error_correction
"Am 11. August hatte François Richier ihr anvertraut: ""selbstverständlich wissen wir nicht, ob die Syrier was auch immer gemacht haben""."	"On 11 August, François Richier confided him that the French did not of course know whether the Syrians had done anything.. ""bien sûr, nous ne savons pas si les Syriens ont fait quoi que ce soit."""	On 11 August, François Richier said to her: 'of course we do not know what the Syrians have done'.	Incomplete Translation	"The model translation is ""On 11 August, François Richier said to her: 'of course we do not know what the Syrians have done'.""
The German ""ihr anvertraut"" means ""confided to him/her"" but was simplified to ""said to her"" losing the sense of confidential disclosure. The phrase ""was auch immer"" (whatever/anything) was translated as ""what"" rather than ""anything"" which is less open-ended. Most critically, the reference translation includes additional French text ""bien sûr, nous ne savons pas si les Syriens ont fait quoi que ce soit"" which appears to be the original French quote that the German was translated from - this suggests the model missed important context or source material that should have been included.
The correct translation should be ""On 11 August, François Richier confided him that the French did not of course know whether the Syrians had done anything.. ""bien sûr, nous ne savons pas si les Syriens ont fait quoi que ce soit.""""|||END|||"	error_correction
Der Bereich Forschung und Entwicklung muß finanziell gefördert werden, doch die Richtung muß stimmen.	Research and development must receive financial backing, but the focus has to be right.			"The translation is ""Research and development must receive financial backing, but the focus has to be right.""
By double checking, I see the translation is correct
The correct translation is ""Research and development must receive financial backing, but the focus has to be right.""|||END|||"	clean_translation
"""Hier wird mir rießigen Mengen gearbeitet"", staunen die Fernseh-Macher, Schwarzwälder Schinken als Massenprodukt."	"""Here they work with huge quantities,"" commented the television producers, astonished by the mass production of Black Forest ham."	The television makers are amazed at the amount of work that is going on here, Schwarzwälder Schinken as a mass product.	Grammatical Error	"The model translation is ""The television makers are amazed at the amount of work that is going on here, Schwarzwälder Schinken as a mass product.""
The German ""Hier wird mir rießigen Mengen gearbeitet"" should be ""Here they work with huge quantities"" not ""the amount of work that is going on here"" - the model misunderstood that this is about working with large quantities of product, not general work activity. The phrase ""staunen die Fernseh-Macher"" should be ""commented the television producers, astonished"" not just ""are amazed"" which loses the attribution structure. The product name ""Schwarzwälder Schinken"" should be translated as ""Black Forest ham"" not left in German. The sentence structure became fragmented instead of flowing naturally.
The correct translation should be ""'Here they work with huge quantities,' commented the television producers, astonished by the mass production of Black Forest ham.""|||END|||"	error_correction
Ich hoffe, daß unsere Abstimmung morgen nicht zum Alptraum wird und daß wir wie in der ersten Lesung abstimmen, denn ich denke wie Sie, Herr Wijsenbeek, 1a und 1b heißt die richtige Lösung.	I hope that our vote tomorrow will not turn into a nightmare and that we will vote as at first reading, because I think like you, Mr Wijsenbeek, 1A and 1B are the correct solution.			"The translation is ""I hope that our vote tomorrow will not turn into a nightmare and that we will vote as at first reading, because I think like you, Mr Wijsenbeek, 1A and 1B are the correct solution.""
By double checking, I see the translation is correct
The correct translation is ""I hope that our vote tomorrow will not turn into a nightmare and that we will vote as at first reading, because I think like you, Mr Wijsenbeek, 1A and 1B are the correct solution.""|||END|||"	clean_translation
Dieser Bericht ist Teil des Pakets aus sechs Rechtsvorschriften zur sogenannten wirtschaftspolitischen Steuerung.	This report is part of the package of six pieces of legislation on so-called economic governance.			"The translation is ""This report is part of the package of six pieces of legislation on so-called economic governance.""
By double checking, I see the translation is correct
The correct translation is ""This report is part of the package of six pieces of legislation on so-called economic governance.""|||END|||"	clean_translation
Die einfachsten - und nicht unbedingt billigsten (siehe Auswahl) - Player kann wirklich jeder bedienen.	Anyone can handle the operation of the simplest - not necessarily the most inexpensive (see our selection) - music players.	The simplest - and not necessarily the cheapest (see selection) - players are really accessible to everyone.	Fluency Error	"The model translation is ""The simplest - and not necessarily the cheapest (see selection) - players are really accessible to everyone.""
The phrase structure should be ""Anyone can handle the operation of the simplest..."" not ""are really accessible to everyone"" - it's about usability, not accessibility. The word ""bedienen"" means ""handle the operation of"" not just ""accessible to"". The phrase ""wirklich jeder"" means ""anyone"" not ""everyone"" in this context. The sentence structure should emphasize operational ease rather than general accessibility.
The correct translation should be ""Anyone can handle the operation of the simplest - not necessarily the most inexpensive (see our selection) - music players.""|||END|||"	error_correction
Überraschenderweise zeigte sich, dass die neuen Räte in Bezug auf die diese neuen Begriffe etwas im Dunkeln tappen.	Surprisingly, it turned out that the new council members do not understand the well-known concepts.	Surprisingly, the new councils were not very clear about these new terms.	Grammatical Error	"The model translation is ""Surprisingly, the new councils were not very clear about these new terms.""
The phrase ""die neuen Räte"" should be ""the new council members"" not ""the new councils"" - this is about individual members, not multiple councils. The German ""in Bezug auf die diese neuen Begriffe"" should be ""do not understand the well-known concepts"" not ""were not very clear about these new terms"" - the target suggests these are established concepts, not new ones, and ""understand"" is stronger than ""clear about."" The phrase ""etwas im Dunkeln tappen"" means ""do not understand"" not ""were not very clear.""
The correct translation should be ""Surprisingly, it turned out that the new council members do not understand the well-known concepts.""|||END|||"	error_correction
Die Kommission verfolgt die Umsetzung des Programms zur Inbetriebnahme der Ummantelung und nimmt an den Beratungen der Geberkonferenzen teil.	The Commission is monitoring the application of the implementation programme for shelter and is attending the meetings of the assemblies of contributors.			"The translation is ""The Commission is monitoring the application of the implementation programme for shelter and is attending the meetings of the assemblies of contributors.""
By double checking, I see the translation is correct
The correct translation is ""The Commission is monitoring the application of the implementation programme for shelter and is attending the meetings of the assemblies of contributors.""|||END|||"	clean_translation
Mit Hilfe der Datentechnik ist eine unmittelbare Registrierung beim Verantwortlichen möglich.	With the help of computer technology an immediate registration will go to the registrar.			"The translation is ""With the help of computer technology an immediate registration will go to the registrar.""
By double checking, I see the translation is correct
The correct translation is ""With the help of computer technology an immediate registration will go to the registrar.""|||END|||"	clean_translation
Die Evaluierung der Lomé-Abkommen in den 90er Jahren hat dies ganz eindeutig bewiesen.	The evaluation of the Lomé agreements in the 90s made that abundantly clear.			"The translation is ""The evaluation of the Lomé agreements in the 90s made that abundantly clear.""
By double checking, I see the translation is correct
The correct translation is ""The evaluation of the Lomé agreements in the 90s made that abundantly clear.""|||END|||"	clean_translation
Abschließend möchte ich auf etwas eingehen, was Kommissar Patten sagte, als er Popper zitierte.	Lastly, I should like to refer to something Commissioner Patten said, quoting Popper.			"The translation is ""Lastly, I should like to refer to something Commissioner Patten said, quoting Popper.""
By double checking, I see the translation is correct
The correct translation is ""Lastly, I should like to refer to something Commissioner Patten said, quoting Popper.""|||END|||"	clean_translation
Trendsport-Wochenende, das hieß bislang, dass BMXer und Skateboarder voll auf ihre Kosten kommen.	Up until now, the Trendsport weekend has been a boon for BMX and skateboard enthusiasts.	Trendsport-Wochenende, which used to mean that BMXers and skateboarders were paying for it all.	Semantic Error	"The model translation is ""Trendsport-Wochenende, which used to mean that BMXers and skateboarders were paying for it all.""
The German ""voll auf ihre Kosten kommen"" should be ""has been a boon for"" not ""were paying for it all"" - this idiom means to get their money's worth/benefit fully, not to pay expenses. The term ""Trendsport-Wochenende"" should be translated as ""Trendsport weekend"" not left in German. The phrase ""das hieß bislang"" should be ""Up until now"" not ""which used to mean"" for clearer temporal reference. The model completely reversed the meaning from benefiting to paying costs.
The correct translation should be ""Up until now, the Trendsport weekend has been a boon for BMX and skateboard enthusiasts.""|||END|||"	error_correction
Kinder hocken an ihren Köpfen, registrieren das gefälschte Blut und die stillen Körper und flüstern einander zu.	Children crouch by their heads, take in the fake blood and still bodies, and whisper to each other.	Children huddle around their heads, registering the falsified blood and the silent bodies and whispering to each other.	Lexical Error	"The model translation is ""Children huddle around their heads, registering the falsified blood and the silent bodies and whispering to each other.""
The German ""hocken an"" means ""crouch by"" not ""huddle around"" - it's about positioning, not grouping. The phrase ""gefälschte Blut"" should be ""fake blood"" not ""falsified blood"" - it's about special effects, not deception. The verb ""registrieren"" was correctly translated as noting/taking in, but ""take in"" is more natural than ""registering"" in this context. The model captured the scene but could improve precision and naturalness.
The correct translation should be ""Children crouch by their heads, take in the fake blood and still bodies, and whisper to each other.""|||END|||"	error_correction
20. Kommunikationsinfrastruktur für die Umgebung des Schengen-Informationssystems (SIS) (Verordnung) (Abstimmung)	20. Communication infrastructure for the Schengen Information System environment (regulation) (vote)			"The translation is ""20. Communication infrastructure for the Schengen Information System environment (regulation) (vote)""
By double checking, I see the translation is correct
The correct translation is ""20. Communication infrastructure for the Schengen Information System environment (regulation) (vote)""|||END|||"	clean_translation
Dennoch erklärten sie gegenüber den die Informationen betreffend Zuständigen nicht wirklich besorgt wegen der allgemeinen Glaubwürdigkeit.	Yet, to the information clerks, they have not openly declared to be less worried with respect to credibility.	However, they did not really express concern to the people responsible for the information.	Grammatical Error	"The model translation is ""However, they did not really express concern to the people responsible for the information.""
The German ""nicht wirklich besorgt wegen der allgemeinen Glaubwürdigkeit"" should be ""not openly declared to be less worried with respect to credibility"" not ""did not really express concern"" - the target has a more complex meaning about declaring worry levels regarding credibility. The phrase ""die Informationen betreffend Zuständigen"" should be ""information clerks"" not ""people responsible for the information"" - more specific terminology. The nuanced meaning about credibility concerns is lost in the prediction.
The correct translation should be ""Yet, to the information clerks, they have not openly declared to be less worried with respect to credibility.""|||END|||"	error_correction
Die Grünen haben versucht, sie an verschiedenen Stellen flexibler zu gestalten, aber der kleinliche Regulierungsdrang hat gesiegt.	The Greens tried to make it more flexible in many respects, but the enthusiasm for hair-splitting detail won.			"The translation is ""The Greens tried to make it more flexible in many respects, but the enthusiasm for hair-splitting detail won.""
By double checking, I see the translation is correct
The correct translation is ""The Greens tried to make it more flexible in many respects, but the enthusiasm for hair-splitting detail won.""|||END|||"	clean_translation
Das Brückenfest verband mit den bayerischen Nachbarn am Sonntag gesellig, tags zuvor ein Zweibrückenlauf sportlich - organisiert von der Union Wernstein und Bayern aus Neukirchen.	The Bridge Festival is a joint effort between Wernstein and Bavarians from Neukirchen; the Bridge Festival Association organises the social event on Sunday and an athletic two bridge walk the day before with their Bavarian neighbours.	The bridge festival brought the Bavarian neighbours together socially on Sunday, having run a 2-Bridge race on Saturday organised by the Union Wernstein and Bayern aus Neukirchen.	Grammatical Error	"The model translation is ""The bridge festival brought the Bavarian neighbours together socially on Sunday, having run a 2-Bridge race on Saturday organised by the Union Wernstein and Bayern aus Neukirchen.""
The model misunderstood the complex sentence structure and relationship between events. The German should be understood as describing the Bridge Festival as a joint effort where ""the Bridge Festival Association organises the social event on Sunday and an athletic two bridge walk the day before with their Bavarian neighbours"" - the reference shows this as an ongoing organizational structure, not just a past event. The phrase ""tags zuvor"" should be ""the day before"" and the model correctly identified this, but lost the organizational context. The grammatical structure using ""having run"" creates confusion about timing and causation.
The correct translation should be ""The Bridge Festival is a joint effort between Wernstein and Bavarians from Neukirchen; the Bridge Festival Association organises the social event on Sunday and an athletic two bridge walk the day before with their Bavarian neighbours.""|||END|||"	error_correction
Das viel gescholtene Duo ließ aber bereits durchblicken, dass es nicht auf ihren Sesseln kleben möchte.	However, members of the much criticized duo pictured: they do not insist on their seats by all means.	But the much-criticised duo has already shown that it is not going to stick around.	Fluency Error	"The model translation is ""But the much-criticised duo has already shown that it is not going to stick around.""
The German ""durchblicken"" should be ""pictured"" not ""shown"" - this is about giving hints or signals, not explicit demonstration. The phrase ""auf ihren Sesseln kleben"" should be ""do not insist on their seats by all means"" not ""not going to stick around"" - this is about not clinging to positions of power, not general departure. The model simplified the political nuance about reluctance to cling to office into a general statement about leaving.
The correct translation should be ""However, members of the much criticized duo pictured: they do not insist on their seats by all means.""|||END|||"	error_correction
Beim Mittagessen, also dem Hauptgericht, siegten Teigwaren knapp vor Geflügel.	As the main dish for lunch, pasta won very tightly over poultry.	At lunch, the main course, the poultry was just pipped at the post by the cereals.	Semantic Error	"The model translation is ""At lunch, the main course, the poultry was just pipped at the post by the cereals.""
The German ""Teigwaren"" should be ""pasta"" not ""cereals"" - ""Teigwaren"" specifically refers to pasta/noodle products, not grain cereals. The phrase ""siegten Teigwaren knapp vor Geflügel"" should be ""pasta won very tightly over poultry"" not ""poultry was just pipped at the post by cereals"" - the model reversed the winner and changed the food category completely. The structure should show pasta as the winner, not poultry as the near-winner.
The correct translation should be ""As the main dish for lunch, pasta won very tightly over poultry.""|||END|||"	error_correction
Wir werden 2030 40 % mehr Energie benötigen, und ich möchte hinzufügen, dass 80 % dieser Verbrauchernachfrage von Ländern außerhalb der OECD kommen werden.	We will need 40% more energy in 2030, and I would add that 80% of this consumer demand will come from countries outside the OECD.			"The translation is ""We will need 40% more energy in 2030, and I would add that 80% of this consumer demand will come from countries outside the OECD.""
By double checking, I see the translation is correct
The correct translation is ""We will need 40% more energy in 2030, and I would add that 80% of this consumer demand will come from countries outside the OECD.""|||END|||"	clean_translation
Von der betroffenen Industrie in Europa ist der Gemeinsame Standpunkt begrüßt worden.	The common position has in fact been welcomed by the industry concerned in Europe.			"The translation is ""The common position has in fact been welcomed by the industry concerned in Europe.""
By double checking, I see the translation is correct
The correct translation is ""The common position has in fact been welcomed by the industry concerned in Europe.""|||END|||"	clean_translation
Das ist der Grundsatz unserer Politik, und daran wird sich nichts ändern.	This is the principle on which our policy is based and nothing will change in this regard.			"The translation is ""This is the principle on which our policy is based and nothing will change in this regard.""
By double checking, I see the translation is correct
The correct translation is ""This is the principle on which our policy is based and nothing will change in this regard.""|||END|||"	clean_translation
Jetzt hat sich auf unser Bitten hin der marokkanische Außenminister bereit erklärt, in den Auswärtigen Ausschuss zu kommen.	At our request, the Moroccan foreign minister has now stated that he is prepared to attend a meeting of the Committee on Foreign Affairs.			"The translation is ""At our request, the Moroccan foreign minister has now stated that he is prepared to attend a meeting of the Committee on Foreign Affairs.""
By double checking, I see the translation is correct
The correct translation is ""At our request, the Moroccan foreign minister has now stated that he is prepared to attend a meeting of the Committee on Foreign Affairs.""|||END|||"	clean_translation
Die Grünen rechnen damit, dass es noch Bewegung in der Diskussion geben wird.	The Greens think there's still room for manoeuvre in the discussions.	The Greens are expecting some movement in the debate.	Fluency Error	"The model translation is ""The Greens are expecting some movement in the debate.""
The German ""rechnen damit"" should be ""think"" not ""are expecting"" - this is about assessment/opinion, not anticipation. The phrase ""dass es noch Bewegung in der Diskussion geben wird"" should be ""there's still room for manoeuvre in the discussions"" not ""some movement in the debate"" - the target uses more idiomatic language about negotiating space. The word ""Diskussion"" should be ""discussions"" (plural) not ""debate"" (singular). The model produced more literal translation instead of the idiomatic English phrasing.
The correct translation should be ""The Greens think there's still room for manoeuvre in the discussions.""|||END|||"	error_correction
