source_zh	target_en
这个方向的一个例子是我的卡尔加里大学研究团队和MacDonald, Dettwiler and Associates工程师联合研发的神经之手（neuroArm ） 。	One example of this convergence is neuroArm, developed by my research team at the University of Calgary in conjunction with engineers at MacDonald, Dettwiler and Associates.
此外，比尔梅斯和我在《三万亿美元战争 》 （ The Three Trillion Dollar War）一书中指出，布什战争进一步恶化了美国宏观经济，从而增加了赤字和债务负担。	Moreover, as Bilmes and I argued in our book The Three Trillion Dollar War, the wars contributed to America’s macroeconomic weaknesses, which exacerbated its deficits and debt burden.
卡塔尔领导人情愿挑战邻国，原因很简单：他们相信他们所支持的草根伊斯兰运动能赢得最终胜利。 在他们眼里，这一运动代表了大部分人的政治愿望。	Qatar’s leaders are willing to challenge their neighbors for a simple reason: They believe that the grassroots Islamist movements they support – which, in their view, represent majority political aspirations – eventually will win.
主要的问题看起来是缺乏创业精神以及投资工厂和设备的倾向低下，特别是提高可以在国际市场中进行交易的产品产量。 凯恩斯称之为“低下的动物精神 ” 。	The main problem seems to be the paucity of entrepreneurship and low propensity to invest in plant and equipment – what Keynes called “low animal spirits” – especially to raise output of products that can be traded on world markets.
这种关联在世界所有主要的地区都存在，在经过对其他危险因素的调整后估计会使患哮喘的危险性增加46 % 。	The association was present in all major regions of the world, with an estimated 46% increased risk following adjustment for other risk factors.
香港爆发了大规模示威活动反对大屠杀，每年6月香港都要举行大规模纪念仪式，保持在中国其余部分受到压制、正在逝去的鲜活记忆。	Huge demonstrations took place in Hong Kong to protest the massacre, and massive commemorations of the event are held every June, keeping alive a memory that is repressed and fading in the rest of China.
它们会用金钱或其他类型的贿赂来奖赏那些与官方保持统一口径的记者，而那些拒绝被收买的人可能会被剥夺某些基本权利（例如护照续签）或者遭到抹黑。	They might reward journalists for toeing the official line, using financial or other kinds of bribes. Those who refuse to be bought, however, may suffer the loss of basic rights (such as passport renewal), or have their reputations destroyed.
意大利太大，因此不能倒；同样，因为它太大，因此救不起。 如今，意大利正处于走向不归路的边缘，欧元区终结的大幕正在拉开。	With Italy too big to fail, too big to save, and now at the point of no return, the endgame for the eurozone has begun.
这一信息促使危地马拉政府重新评估了该国的森林法，出资采取新策略控制木柴使用、阻止非法采伐以及鼓励家庭使用替代能源资源。	This information has spurred the Guatemalan government to review the country’s forestry law, and to fund new strategies to control firewood use, prevent unauthorized logging, and encourage families to use alternative energy sources.
新的数据库将对被各国采用以促进了解教育体系各方面的政策予以编目，包括教师政策、学生评定和学校融资机制。	Its new databases will catalogue which policies countries have adopted to promote learning in each part of the education system, in areas ranging from teacher policies to student assessment to school financing mechanisms.
有机生产的另一个局限性在于它与强化土地质量的最佳办法背道而驰。 要强化土地质量，最好尽可能减少对土壤的扰动（如犁和耕 ） ， 并使用遮盖作物。	Another limitation of organic production is that it works against the best approach to enhancing soil quality – namely, the minimization of soil disturbance (such as that caused by plowing or tilling), combined with the use of cover crops.
美元仍是世界储备货币，2008年，危机一冒头，投资者们便纷纷涌向美国国债，这表明美国仍然拥有安全港的地位（尽管美国正是危机的始作俑者 ） 。	The dollar remains the world’s reserve currency, and investors’ scramble into US government debt at every peak in the crisis since 2008 has underscored America’s safe-haven status (even in crises that America caused).
无论是他的继任者戈登·布朗，还是乔治·布什的继任者，都不会也没有能力再发动一场类似于科索沃，更不用说伊拉克式的干预了。	Neither his successor, Gordon Brown, nor George W. Bush’s successor, whoever he or she turns out to be, will be able to mount another intervention similar to that in Kosovo, let alone Iraq.
在俄罗斯，这是普京经济学，匈牙利是奥班经济学，土耳其是厄尔多安经济学，还有意大利迄今还未爬出大坑的为期十年的贝卢斯科尼经济学。	Call it Putinomics in Russia, Órbanomics in Hungary, Erdoğanomics in Turkey, or a decade of Berlusconomics from which Italy is still recovering.
最重要的是，接下来的巴勒斯坦领袖必须做出艰难的决策，并尽快取得实质性的成果，才能使自己的领导地位更加稳固。	Most importantly, in order to consolidate his leadership, the next Palestinian leader must make some hard decisions and show some tangible results quickly.
事实上，各地区联储银行的领导人被称为“总裁 ” （ governor ） — —这一头衔与历史悠久的欧洲中央银行领导人相同 — — 来体现他们的权威。	The fact that the heads of each of the regional Fed banks were called “governor” – the same title given to heads of the long-established European central banks – was indicative of their authority.
奥斯陆进程开始后，他拒绝接受巴权力机构内部的任何官方职务，而是选择继续与当地的法塔赫干部保持密切联系。	When the Oslo process began, he refused to accept any official position within the Palestinian Authority, choosing instead to remain close to the local Fatah cadres.
大部分人会同意，通过入不敷出的社会保障和保险和对资源的滥用实现在总量上超过应有水平的生活水平会给子孙后代造成负担。	Most people might agree that living beyond our means in the aggregate, via unfunded social services and insurance, or disproportionate use of resources, imposes a burden on our offspring.
波兰的生育率 — — 1989年后就已下降至欧洲最低水平 — — 自2016年来已经从每名妇女1.29上升至1.42。	Poland’s fertility rate – which had fallen after 1989 to among the lowest in Europe – has risen since 2016 from 1.29 to 1.42 births per female.
1962年10月27日，就在苏联军队刚刚在古巴击落一架美国侦察机（导致飞行员丧生）后不久，一架类似的飞机在阿拉斯加附近常规搜集空气样本时无意间侵犯了苏联的西伯利亚领空。	On October 27, 1962, just after Soviet forces in Cuba shot down a US surveillance plane (killing the pilot), a similar plane taking routine air samples near Alaska inadvertently violated Soviet air space in Siberia.
欧盟领导人们在全面检视该组织的决策机制的《改革公约》上达成的年中协议令人可以舒一口气，但这一新协定能否得到27个成员国的批准仍然是个未知数。	Sighs of relief greeted EU leaders’ mid-year agreement on a Reform Treaty aimed at overhauling the Union’s decision-making mechanisms, but it is still uncertain whether the new pact will survive the ratification process in 27 countries.
保护和恢复泥炭地可以大幅减少全球二氧化碳排放，因此，2015年北欧部长理事会（Nordic Council of Ministers）做出承诺保护该地区泥炭地。	Conserving and restoring peatlands could significantly reduce global CO2 emissions, which is why, in 2015, the Nordic Council of Ministers announced a commitment to preserve the region’s peatlands.
他们认为尽管叙利亚政权令人厌恶，但如今却要在穆斯林世界实现民主的假想前景与危及基督徒生命的真实风险之间作出选择。	While the Syrian regime is odious, they argue, the choice is between a hypothetical hope of democracy in the Muslim world and the real risk of endangering Christians’ lives.
华尔街的朋友们却提出了相反的论调：如果任何金融机构很认真地，甚至举债来赌未来5年内美元与人民币之比会大幅度下降，那么，一旦交易出了问题，该机构就会面临生存危机。	Wall Streeters, however, offer a counterargument: for any financial institution to, say, bet on the decline of the dollar against the yuan over the next five years in a serious, leveraged way is to put its survival at risk should the trades go wrong.
尽管预算赤字不断膨胀，但美元在短期仍能保持强势，因为减税刺激了美国消费，提高了利率，反过来促使资本从海外流入。	Despite soaring budget deficits, the dollar remains strong in the short term, as the tax cuts have fueled US consumption and rising interest rates, which in turn pull in capital from abroad.
如果引入强有力的政策，由此释放的技术创新和学习曲线效应可能会像再生能源一样证明初始成本估算是悲观的。	If strong policies were introduced, the technological innovations and learning-curve effects unleashed would probably, as with renewable energy, prove the initial cost estimates to be pessimistic.
我们必须修复并强化监管框架，与此同时也要牢记，简单地要求银行业竞争压力最大化已不再可行，也不再可取，试图完全消除不稳定性亦然。	Let us fix and strengthen that framework, while bearing in mind that a simple mandate to maximize competitive pressure in banking is no more possible, or desirable, than one that would aim at eliminating instability completely.
新德里－在世界等待着北京奥运会开始的时候，许多人也想知道中国的盛大露面舞会是否也是其扭转美国在奖牌数上优势的场所。	NEW DELHI – As the world awaits the Beijing Olympics, many wonder whether China’s grand coming-out party will also mark the occasion when it wrests dominance of the medal tally from the United States.
也许对思考宇宙和生命的兴趣的增加要归因于这样一个事实：至少有十亿地球人，它们的衣食住行和安全问题已经基本得到了解决。	Perhaps the growing interest in reflecting on the universe and our lives is the result of the fact that, for at least a billion people on our planet, the problems of food, shelter, and personal security have largely been solved.
他们有能力组建一个政府性的机构去管理加沙地带吗？ 抑或该地区会陷入巴勒斯坦血腥的派系斗争之中并成为发动会招致以色列报复性打击的恐怖袭击的基地呢？	Will it be able to put together an effective governmental authority to rule the Gaza Strip, or will that area dissolve into bloody battles among Palestinian factions and a staging area for attacks into Israel that will bring reprisal raids?
大规模的重新评估最终正在进行。 美国的精英们现在承认市场资本主义处于危机之中，而其他国家不要盲目追随美国。	A massive reassessment is finally in progress, with US elites now recognizing that market capitalism is in crisis, and that the world will not blindly follow their lead.
让双方和解的努力开始于加沙，随后转移到开罗和大马士革，最后到麦迦在沙特国王阿卜杜拉的监督下进行。 沙特几十年来一直为巴勒斯坦提供资金支持。	Attempts to reconcile the parties began in Gaza, before moving to Cairo, Damascus, and finally Mecca under the supervision of Saudi King Abdullah, whose country has been a financial backer of the Palestinians for decades.
莫·易卜拉欣奖在2007年才成立，意味着候选人们的任期主要都是在奖项设立之前，因此也无法为了奖金改变其行为。	The Ibrahim Prize was established only in 2007, which means that the candidates have served most of their terms in office at a time when the prize could not have influenced their behavior.
出于同样的原因，法国总统奥朗德将内部安全摆在第一位（也许这和他的选民的偏好一致 ） ， 对财政规则的支持前后不一。	For the same reasons, French President François Hollande puts internal security first (possibly in line with the preferences of his electorate), and honors fiscal rules inconsistently.
纽黑文—非洲锥虫病（human African trypanosomiasis，HAT，又名昏睡病）长期以来让非洲撒哈拉以南农村人口饱受折磨。	NEW HAVEN – Human African trypanosomiasis (HAT) – also known as sleeping sickness – has long plagued rural sub-Saharan African populations. A parasitic infection, it is often fatal when left untreated.
事实上，发动恐怖袭击的不仅包括伊斯兰国，还包括库尔德武装，后者要求自治挑战了土耳其民族不可分割的理念，而这也是凯末尔政府的一项基本原则。	Indeed, terrorist attacks have been launched not only by the Islamic State, but also by Kurdish militants, whose demands for autonomy challenge the concept of an indivisible Turkish nation – a cornerstone of the Kemalist state.
动用军队控制冲突影响地区不是让脊髓灰质炎工作人员进入那里的唯一办法，在一些地区，这也不是最有效的办法。	Using troops to assert control over conflict-affected areas is not the only way to improve access for polio workers, and in some cases it may not be the most effective.
而大会则向外界显示出，虽然法塔赫在其创建者和长期领导者亚希尔·阿拉法特去世后遭受了重创，但如今该组织已经成功地再次团结起来，并正在努力复兴。	The conference, it appears, succeeded in reuniting and reinvigorating the movement, which has suffered since the death of its founder and long-time leader, Yasser Arafat.
尽管如此，美俄关系永远是一分为二的，有许多迫在眉睫的多边问题美国必须与俄罗斯合作，特别是叙利亚、伊朗和阿富汗（美国将在今年撤军）问题。	Nonetheless, the US-Russia relationship has always been compartmentalized, and there are pressing multilateral issues on which the US must work with Russia, particularly Syria, Iran, and Afghanistan (where the US will withdraw its troops this year).
中国官员已经准备好收紧货币政策并实施管制手段以限制债务增加，而这必然意味着牺牲短期经济增长以将其扭回到一个更稳定的路径之上。	Chinese officials are poised to tighten monetary policy and impose regulatory measures to curb debt momentum, which is bound to mean sacrificing short-term economic growth in order to put growth back on a stable footing.
20世纪90年代初以来，雅加达政府为了改善交通流，采取了一项措施，高峰时段的私家车必须搭载三位或更多乘客才能进入雅加达市中央商务区。	Since the early 1990s, Jakarta’s government has sought to improve traffic flows with a rule that private cars driven during rush hours in the city’s central business district must contain three or more passengers.
美联储前主席沃尔克（Paul Volcker）绝非投资银行的游说者，但他一段时间以来一直持有相同的论点。	Former Fed Chair Paul Volcker, hardly a lobbyist for investment banks, has been making the same argument for some time.
特别是，这些地区应该培训和部署新的社区卫生工作者骨干队伍，识别疾病症状、提供疫情监控，并实施诊断和合理治疗。	In particular, these regions should train and deploy a new cadre of community health workers, trained to recognize disease symptoms, provide surveillance, and administer diagnoses and appropriate treatments.
法国的国民阵线（National Front ） — —现在改名叫国民联盟（National Rally ） — —则是一个努力跟其反犹太主义维希派根源撇清关系的勒庞家族企业。	France’s National Front, now called the National Rally, is a Le Pen family enterprise trying hard to dissociate itself from its anti-Semitic, Vichyite roots.
事实上，有包容性利润共享和雇员持股计划的公司，其员工所获得的工资常常显著高于没有这类安排的可比公司。	Indeed, workers in companies with inclusive profit-sharing and employee-ownership programs typically receive significantly higher wages than workers in comparable companies without such arrangements.
但和官方纸币不同，它们也没有相应的负债，这意味着不存在类似于央行的机构来维持其币值的义务及相应利益。	But, unlike official money, they also have no corresponding liability, meaning that there is no institution like a central bank with a vested interest in sustaining their value.
在《新约圣经》里，耶稣对是否要服从世俗权威这个问题有一个著名的回答，他拿出一枚罗马帝国的货币端详一番，对法利赛人说 ， “ 让凯撒的归凯撒 ” 。	In the New Testament, Christ famously answers a question about obedience to civil authorities by examining a coin and telling the Pharisees, “Render unto Caesar what is Caesar’s.”
新的风险偏好似乎正在席卷整个欧洲；Atomico的报告指出，85%以上的创始人认为开办自己的公司“在文化上可以接受 ” 。	A new appetite for risk seems to be sweeping the continent; Atomico reports that more than 85% of founders say it is “culturally acceptable” to start one’s own company.
外交政策问题没有几个月以前那么突出的另一个原因是随着国家情报评估机构最近有关伊朗核计划报告的出台，美国和伊朗爆发战争的可能性已经减少了。	Foreign policy has also become less salient than it was only months ago as the chance of war between the US and Iran has diminished, following the recently published National Intelligence Estimate on Iran’s nuclear program.
1999年一整年 ， 《 Oragir》遭遇的法律诉讼比亚美尼亚自1991年独立后所有诉讼媒体案例总数都要多。	Throughout 1999 there were more court cases against Oragir than against all other Armenian media combined since independence in 1991.
尽管爱沙尼亚的在线投票率在2007至2011年的选举中增加了近20 % ， 但总投票率只增加了两个百分点不到（从61.9%增加到63.5 % ） 。	Although the rate of online voting in Estonia increased by nearly 20% between the 2007 and 2011 elections there, overall voter turnout increased by fewer than two percentage points (from 61.9% to 63.5%).
但特朗普是位电视真人秀老手，他知道垄断观众的注意力才是成功的关键，而且要靠极端言论才能做到这一点，而不是谨慎地看待真相。	But Trump is a veteran of reality television, where he learned that the key to success is to monopolize viewers’ attention, and that the way to do that is with extreme statements, not careful regard for the truth.
本周，由联合国秘书长潘基文主持的气候峰会旨在让团结政府、商业和公民社会领袖齐聚一堂，为气候行动增加动力。	This week’s climate summit, hosted by United Nations Secretary-General Ban Ki-moon, was aimed at increasing the momentum for action by gathering government, business, and civil-society leaders.
来自东欧的新移民可能是对“和平群众”的制约。 对于他们来说，削减社会服务并不违反诺言，而且有工作和工资水平更为重要。	A counterweight to the “peace crowd” may be new migrants from Eastern Europe, for whom cuts in social services would break no promises, and for whom job availability and wage levels are more important.
富裕国家小家庭人均浪费更多，因为很难做到物尽其用，而富裕家庭“仅为安全起见”额外采购导致了浪费的增加。	Smaller households in rich countries waste more per person, because it is harder to put everything to use, while richer households add waste when they can afford to buy extra “just to be on the safe side.”
因此，值得一问投资者是否低估了这些冲突中的一个或多个引发严重危机的可能，以及如果真的发生严重危机的话，他们会遭到怎样的冲击。	So it is worth asking if investors are underestimating the potential for one or more of these conflicts to trigger a more serious crisis, and what it would take to shock them out of their complacency if they are.
纽约—一个完整的欧元危机解决方案必须包含三大主要部分：银行体系改革和资本结构调整、欧元债券机制，以及退出机制。	NEW YORK – A comprehensive solution of the euro crisis must have three major components: reform and recapitalization of the banking system, a eurobond regime, and an exit mechanism.
此外，当地的研究型大学，社区学院以及其他教育和社会机构一直都在出手协助社区将自身的公民更新愿景转化为行动。	Moreover, local research universities, community colleges, and other educational and social institutions have been stepping up to help communities translate their visions of civic renewal into action.
持有大量黑钱的人似乎已经找到了洗白的方法，而不是如政府所预期那样销毁这些钱以避免吸引税务人员的注意。	Those who held large quantities of black money seem to have found creative ways to launder it, rather than destroying it to avoid attracting the taxman’s attention, as the government expected.
而加利福尼亚的最核心问题则是其混乱的累进税收系统，其在个人所得，消费，企业所得以及燃油方面的征税额度都排在全美前列，只有不动产方面的税率低于全美平均水平。	At the heart of California’s problem is its deranged progressive tax system, which includes among the highest personal-income, sales, corporate, and gas rates of any state. Only property taxes are below the US average.
中东地区的动向令人担忧：弱国无力治理领土；极少数相对较强的国家为主宰权而互相争夺；军事和恐怖组织影响力日盛；而国家边界日益模糊。	The region’s trajectory is worrisome: weak states unable to police their territory; the few relatively strong states competing for primacy; militias and terrorist groups gaining greater influence; and the erasure of borders.
事实上，即使生物制药作物污染粮食作物，消费者通过玉米片、意大利面或豆腐摄入有害量处方药的可能性也非常低。	In fact, even if biopharmed plants were to contaminate food crops, the likelihood that consumers would end up with harmful amounts of prescription drugs in their corn flakes, pasta, or tofu is very small.
20世纪20~30年代和70年代充斥着中央银行家不了解这些基本原理的例子，而这些人所在的国家也因此在经济上付出了代价。	The 1920’s, 1930’s, and 1970’s are replete with examples of central bankers who did not understand the basics, and whose economies paid the price.
随着雨季的来临，可能爆发多种传染病，导致医疗体系无力应对，因此，动员、训练和提高公民应对能力就成为更加紧迫的任务。	As the rainy season approaches, threatening to facilitate the emergence of multiple epidemics that will overwhelm the health-care system’s capabilities, the need to mobilize, train, and equip citizens to respond has become even more urgent.
随着劳动力和资本从低生产率部门和地区转移到高生产率活动去，资源配置也变得更有效率，真实工资有所增长，经济结构也获得了升级。	As labor and capital moved from low-productivity sectors and regions to high-productivity activities, resource allocation became more efficient, real wages rose, and the economic structure was upgraded.
接着，希腊又做出了毫无意义的挑衅，拒绝与三驾马车谈判，尽管事实上这三家机构远比德国政府更加同情希腊的要求。	Then came the pointless provocation of refusing talks with the troika, despite the fact that the three institutions are all much more sympathetic to Greek demands than the German government.
第一次是1971年，美国结束了美元与黄金的可兑换性，开启了基于汇率自由浮动的法定纸币的新货币制度的大门。	First, in 1971, the US terminated the dollar’s convertibility to gold, opening the way for the emergence of a new exchange-rate regime, based on freely floating fiat currencies.
第二次重启发生在克林顿执政期间，其目标更大：建设全面的合作伙伴关系，促进美国大面积参与俄罗斯经济和变化中的政治制度。	The second reset, under President Bill Clinton, was more ambitious: a full-fledged effort to create a partnership that promoted substantial US involvement in Russia’s economy and evolving political system.
巴黎 — — 1983年，美国经济学家兼诺贝尔经济学奖得主瓦西里·列昂惕夫做出了在当时称得上是令人震惊的预测。	PARIS – In 1983, the American economist and Nobel laureate Wassily Leontief made what was then a startling prediction.
上次出现利率过低、持续时间过长（2001－2004年 ） ， 且其后正常化太过缓慢的情况直接导致了信贷、住房和股市的严重泡沫。	Last time, interest rates were too low for too long (2001-2004), and the subsequent rate normalization was too slow, inflating huge bubbles in credit, housing, and equity markets.
国际货币基金组织的一份报告显示，对已有资金及国内投资记录的发达国家而言 ， “ 统一税率并没有那么大吸引力 ” 。	For developed countries that already have capital and a track record of inward investment, “the appeal of the flat tax is consequently less,” as a report by the International Monetary Fund concludes.
但代际（generation）生命表 — — 用于回溯确定给定的年龄群体能活多久 — — 常常给出远高于阶段性生命表的平均寿命预期。	But generation life tables, which are used to determine retrospectively how old a given age group has become, usually show a much higher average life expectancy than period life tables.
据贸易部统计，自2004年以来大米的产量增加了2.5倍达到180，000吨，而同时进口大米的消费仅在2004至2005年之间就下降了一半。	Rice output has risen by two and a half times since 2004, according to the Ministry of Trade, to 180,000 metric tons, while consumption of imported rice fell by half from 2004 to 2005 alone.
他将之称为他在名著《道德谱系学 》 （ On the Genealogy of Morality）中猛烈抨击的“奴隶道德”的一个例子。 奴隶道德是“低级”道德方法，只注重减少痛苦。	He called it an example of the “slave morality” that he lambasts in his great work On the Genealogy of Morality – a “lowly” approach to morality, focused simply on relieving suffering.
鉴于他过去曾批评过美国的前线基地，他可能会做出一种戏剧性的表态，表明美国无意利用韩国驻军来对抗朝鲜的力量。	Given that he has criticized America’s forward bases in the past, he may suggest a dramatic gesture to show that the US has no intention of using its troops in South Korea against the North.
即便电池性能大幅改良延长了无人机航程，但人们对大批人员空中运输车辆的迷恋会造成令人望而生畏的安全风险因素。	Even with dramatically improved batteries extending drones’ range, the crush of vehicles needed to move large numbers of people overhead would present a daunting safety hazard.
阿波罗计划为创新者明确制定了目标和实现步骤：先将动物送入轨道，之后是人，之后是向月球发射探测器，最后将人送上月球。	The Apollo program gave innovators clearly defined goals and a roadmap for getting there: first put animals in orbit, then put people there, then send probes to the moon, then send people there.
目前中国政府鼓励各方资源，计划投入1800亿美元在未来7年内建成本国的5G移动网络，同时支持量子技术的发展。	The authorities are now mobilizing resources to invest $180 billion in building China’s 5G mobile network over the next seven years, and are supporting the development of quantum technology.
但叙利亚内战似乎没有平静下来的趋势，而叙利亚作为统一国家事实上的内爆将继续挑战土耳其政治及社会凝聚力，造成试图涌入土耳其的难民越来越多。	Yet Syria’s civil war does not appear to be winding down, and the de facto implosion of Syria as a coherent state will continue to challenge Turkish politics and social cohesion, with more and more refugees trying to cross into Turkey.
这一政策背后的思想是劳动力需求是不变的，而雇主为满足最终需求所需要的这一固定数量的总劳动时间可以在工人之间更加平均地分配，以减少失业。	The idea behind the policy is that demand for labor is a constant, and that this fixed number of aggregate working hours required by employers to meet final demand can be spread more evenly among workers to reduce unemployment.
对于关注世界肾脏日来说，还有比全球的健康领袖们迈出勇敢的一步，敦促各国试行为捐赠者提供回报更好的方法吗？	What better way to mark World Kidney Day than for global health leaders to take a bold step and urge countries to experiment with donor rewards?
参议员保罗·松加斯（Paul Tsongas）于1992年竞选总统时的口号就是“冷战结束，日本赢了 。 ”	Senator Paul Tsongas campaigned for president in 1992 on the slogan, “The Cold War is over and Japan has won.”
这种精明是（比如）爱尔兰政治制度实现强力转变的关键。 这个深度保守的国家选举印度裔同性恋人士沃尔德卡为总理。	Such canniness was vital to bring about the powerful shift in Ireland’s political system, for example, with the deeply conservative country electing Leo Varadkar, a gay man of Indian origin, as its prime minister.
但它却仅占全球二氧化碳排放的2.3 % ， 部分原因是三分之二的非洲人口（6.21亿）还没有用上电。	Yet it accounts for only 2.3% of global CO2 emissions. That is partly because two-thirds of Africans – 621 million people – do not have access to electricity.
《里斯本条约》在联盟如何运作的问题上重新设计了一个基本框架，然而即便提升欧盟机构灵活性和适应性的需要已经迫在眉睫，条约却依然停留在等待批准的阶段。	The Lisbon Treaty offers a fundamental redesign of how the Union works, but, despite the pressing need to enhance EU institutions’ mobility and flexibility, it is still awaiting ratification.
另一位已故斯坦福大学教授，诺贝尔奖获得者肯尼思·阿罗（Kenneth Arrow，也是萨默斯的叔叔）的一篇经典论文中也研究得出了潜在的超量有利经济效应。	The potential outsize beneficial economic effects were developed in a classic paper by another late Stanford University colleague (and Summers’s uncle), Nobel laureate Kenneth Arrow.
私有市场会接手的宣传进行了二十年，然而这些贫困地区距离改良种子、肥料、以及小规模的灌溉技术却越来越远。	And still, after twenty years of preaching that private markets would pick up the slack, these impoverished communities are further away than ever from using improved seeds, fertilizers, and small-scale water management technologies.
当前的金融危机突出了这一需要，也就是奥巴马应该在其任期内尽早处理该地区的新现实。 这一金融危机十分清除地表明全球经济实力已经移向东方。	The need for Obama to address the region’s new realities early in his tenure has been underlined by the current financial crisis, which has made abundantly clear that the center of global economic power has shifted toward the East.
当收入与生产率水平相去甚远时（目前就是如此 ） ， 提振增长就需要改变贸易条件，改变贸易条件可以通过汇率（不管是汇率管制还是由市场决定）实现。	When incomes get significantly out of line with productivity levels (as they have recently), reviving growth requires resetting the terms of trade, which can be done with exchange rates, whether managed or set by markets.
大阿亚图拉侯赛因·阿里·蒙塔泽里曾是伊朗最高级的神职人员，假使他没有在霍梅尼死前数月和最高领袖兼伊斯兰共和国创始人大阿亚图拉霍梅尼闹翻他自己就会继任成为伊朗的最高领袖。	Grand Ayatollah Hossein Ali Montazeri, one of Iran’s most senior clerics, would have been Supreme Leader himself had he not fallen out with Grand Ayatollah Ruhollah Khomeini, the Islamic Republic’s founder, a few months before Khomeini’s death.
但世贸组织规则在发生冲突时占据上风，因为世贸规则赋予所有世贸成员国可以执行的权利，而只有少数国家能享受到优惠贸易协定中规定的权利。	But, when there was a conflict, WTO rules prevailed, because they conferred enforceable rights that extended to all WTO members, whereas PTA-defined rights extended only to the PTA’s few members.
柏林 — — 在当今全球金融危机的背景下，黑天鹅的形象已经成为表面看似不可能的事情但不知何故而发生，最终导致世界起伏跌宕的象征。	BERLIN – In today’s global financial crisis, the image of a black swan has become a symbol for the seemingly impossible that somehow occurs, turning the world upside down.
在这方面，基础设施计划应该让州和地方在选择为那些项目提供资金方面扮演关键角色，这些政府单元也应该承担部分成本，将自己的利益牵涉其中。	To that end, an infrastructure program should give states and localities a key role in selecting the projects to be funded, and these governmental units should have “skin in the game” by funding part of the costs.
总而言之， 2009 年拉美的综合局势错综复杂，既有经济、政治和国际领域的进步，但同时也伴随着后退趋势和令人担忧的潮流。	In sum, 2009 ended with a mixed panorama in Latin America, with economic, political, and international progress accompanied by regressive and worrying trends.
不仅如此，确保欧盟实现战略自主性需要有竞争力的欧洲国防工业，并需要各国共同确保大幅追加国防科技研发投资。	Moreover, in order for the EU to achieve strategic autonomy, it needs a competitive European defense industry, with investment in research and development of defense technologies rising substantially as part of a common effort.
许多欧洲人会认为，这进一步表明（如果有任何需要的话）美国将永远 — — 也是灾难性地 — — 保护以色列免于面对其行为的国际和名誉后果。	Many Europeans will conclude that this is further evidence (if any was needed) that the US will always – and disastrously – protect Israel from the international and reputational consequences of its actions.
在此之前，2000年第三季度至2002年第一季度，纽约标准普尔500指数实际收益下跌了55 % ， 是自1957年该指数创建以来最大的跌幅。	Before that, between the third quarter of 2000 and the first quarter of 2002, real S&P 500 earnings fell 55% – the biggest-ever decline since the index was created in 1957.
暴跌总是会引起人们的关注，而这促使一些人对未来的下跌变得尤为警惕，并且准备在下一次暴跌来临时卖掉手里的股票。	Big drops get their attention, and this primes some people to be attentive for them in the future, and to be ready to sell if another one comes.
但是，尽管乌克兰大拉比和犹太领袖强烈反对普京关于反犹太过度的主张，但在乌克兰现代史上充满了令人担忧的憎恨和流血。	Still, though Ukraine’s chief rabbis and Jewish leaders have emphatically rejected Putin’s claims of anti-Semitic excesses, there is enough hatred and blood in Ukraine’s recent history to make one worry.
最后，拉美能源经济和中国在区域内日益增长的重要地位催化了从2004年开始的井喷式增长，但高科技制造和服务出口所占的份额已经有所降低。	Finally, while Latin America’s resource-based economic model and the increasing importance of China in the region catalyzed the growth spurt that began in 2004, the share of high-technology manufacturing and services exports has decreased.
诺贝尔奖获得者、自由派改革者巴拉迪与法官俱乐部（Judges Club）头目、忠于穆巴拉克的辛德（Ahmed El-Zind��几无相同之处。	Nobel laureate Mohamed ElBaradei, a liberal reformer, has little in common with Ahmed El-Zind, the head of the Judges Club and a Mubarak loyalist.
不幸的是，由于意大利明年仍将处于衰退，其实际赤字预计将达到GDP的1.8 % ， 这笔赤字将加到国民债务头上。	Unfortunately, because Italy will still be in recession next year, its actual deficit is expected to be 1.8% of GDP, adding to the national debt.
在1973年能源价格跳涨以后，年度全球增长从1960年到1973年的大约5%下降到1973年到1989年的约3 % 。	After the upward jump in energy prices in 1973, annual global growth fell from roughly 5% between 1960 and 1973 to around 3% between 1973 and 1989.
从现在起三十年后，没有貌似心灵感应般的数字助理我们就不知道要怎样生活，就像今天每隔几分钟不看看口袋里那台的二十世纪八十年代的大型计算机就会令人觉得难以想象。	Thirty years from now, we will wonder how we ever got along without our seemingly telepathic digital assistants, just as today it’s already hard to imagine going more than a few minutes without checking the 1980s mainframe in one’s pocket.
好消息是，分开看，这些投资约束的每一个都可以 — — 也应该 — — 得到解决；最新的美国商业投资数据就表现出一些改善。	The good news is that each of these constraints on investment can – and should – be addressed; and recent US business investment data suggest some progress.
无知之幕改变了几乎每一个问题的讨论性质，从高管薪酬、工资差异、工作环境到长期战略、接班人计划等莫不如此。	The veil of ignorance changes the nature of the discussion on almost every issue, from executive pay, wage discrepancies, and working conditions to long-term strategy, succession planning, and much more.
波兰目前最大的困难是失业率居高不下，一直徘徊在20%左右，超过了其它所有的欧盟国家。 另一个问题就是贫富差距日益扩大。	The most difficult problems in Poland are unemployment, which hovers around 20% – the highest rate in the EU – and the growing divide between rich and poor.
在此承诺之下，世界银行加入到了一个包含联合国、国际货币基金组织和经合组织在内的不断扩大的国际组织群体之中，共同呼吁中止这类补贴。	With this pledge, the World Bank joined an expanding list of international bodies, including the UN, the IMF, and the OECD, that are calling for an end to such subsidies.
