source_zh	target_en
自从2004年安全部队在卡米什利东北小镇杀害数十名手无寸铁的示威者以来，叙利亚库尔德人反抗执政40余年的阿萨德家族复兴党独裁统治的斗争就变得尤为艰苦。	For Syria’s Kurds, the struggle against more than four decades of the Assad family’s Ba’athist dictatorship became particularly harsh after 2004, when security forces killed dozens of unarmed protesters in the northeastern town of Qamishli.
马来西亚在减小不同族群之间的收入差距方面也成效卓越。 其做法不是削减高收入族群而是为低收入族群增收。	Malaysia has succeeded in markedly reducing the income divides that separated various ethnic groups, not by bringing the top down, but by bringing the bottom up.
而这笔债务是欧元区中最大的一笔 — — 大约2万亿欧元，或相当于其GDP的120 % — —这意味着意大利只能被帮助，不能被救助。	That debt is the largest in the eurozone – at roughly €2 trillion ($2.6 trillion), or 120% of the country’s GDP – which means that Italy can be helped, but not rescued.
其秘鲁人民革命同盟由德拉托尔在二十世纪二十年代创立，是该地区历史最长、最为与时代格格不入的民粹主义组织。	His APRA party, founded by Victor Raúl Haya de la Torre in the 1920’s, is one of the region’s oldest and most anachronistic populist organizations.
但欧洲仍把自己当作世界中心，以“传播文明”为名将对手送往非洲和亚洲，而完全没有注意到新世界的惨痛教训。	But a Europe that considered itself the center of the world, exporting its rivalries to Africa and Asia in the name of a “civilizing mission,” was utterly incapable of paying attention to the harsh lessons of the New World.
但是，由于沙特也想让叙利亚包括在阿卜杜拉国王的地区和平计划之中，以及美国计划在十一月举行地区和平会议，因此，沙特并不寻求与阿萨德无休止地对抗。	But, as the Saudis also want Syria to be included in King Abdullah’s regional peace plan, and with the US planning to hold a regional peace conference in November, they are not looking for an open-ended confrontation with Assad.
但是，尽管主要经济体采取了一些结构性改革以改善潜在增长，变化的速度远远赶不上潜力最大化的要求，规模也过于温和。	Yet, while major economies pursue some structural reforms to improve potential growth, the pace of change is much slower, and its scope more modest, than is needed to maximize potential.
我们甚至被告知，在今后几十年内，我们需要以前所未有的规模从空气中去除二氧化碳，而实现这一目标需要依赖完全未经测试的技术。	We are even told that within a few decades, we need to remove carbon dioxide from the atmosphere on an unprecedented scale, with totally untested technology.
相反，在美国，有偏见的新闻报道，特别是社交媒体上的报道，对选民产生了强大的影响，也让政治极化达到了前所未有的程度。	In the United States, by contrast, biased news stories, especially on social media, appear to be having a powerful effect on voters, and have propelled political polarization to unprecedented levels.
如果央行在相当长的一段时间内坚持不升息，资产泡沫可能会继续发展 — — 不仅仅是股市和房地产市场，还包括（比如）虚拟货币 — — 导致另一场金融危机。	If central banks continue to postpone interest-rate increases for much longer, asset bubbles might develop – not just in the stock and housing markets, but also in, say, virtual currencies – leading to another financial crisis.
文在寅会对特朗普施加怎样的压力，让他采取不同的朝鲜方针，还有待观察，但有一点是确定的：特朗普在韩国人中间的地位不会让文在寅闭嘴。	How hard Moon presses Trump for a different approach to North Korea remains to be seen, but one thing is certain: Trump’s standing among South Koreans won’t be what keeps Moon mum.
加州大学洛杉矶分校学者阿南亚·罗伊（Ananya Roy）指出，绝对贫困人群被剥夺了机会和改变地位的途径。	As the UCLA scholar Ananya Roy points out, people in absolute poverty are deprived of both the opportunities and the means to change their status.
如果欧盟能成功解决英国退欧问题，就可以抓住乌克兰和东南欧国家的投资机会，并以此来补充其政治资本及再次提高生产率。	If it succeeds in this, it can pursue investment opportunities in Ukraine and southeast Europe that stand to replenish its political capital and renew its productivity growth.
结果是史上最巨额的纳税人支持贷款，贷款条件为希腊追求严格的紧缩措施，以至于其公民损失了四分之一的收入，导致无从偿付私人或公共债务。	The result was the largest taxpayer-backed loan in history, provided on the condition that Greece pursue such strict austerity that its citizens have lost one-quarter of their incomes, making it impossible to repay private or public debts.
上海—近几年来，中国经济的运行轨迹不可不谓引人注目：从打破纪录的增长发动机沦为了重大全球风险，至少在某些人眼里是如此。	SHANGHAI – China’s economy has followed a remarkable course in recent years: from record-breaking powerhouse to major global risk, at least in the eyes of some.
这些又因为市场、投资者和消费者对于欧元取代各自国家的货币将作何反应的战略上的不确定性而变得更加复杂。	This was compounded by strategic uncertainty related to how markets, investors and consumers would react to the replacement of national currencies with the Euro.
人们只是希望此举能聊表慰藉，并给予那些与刘晓波志同道合的中国人以道义上的鼓舞；但对于那些笃信当前中国民族主义正统思想的人士而言，此举不太可能令其受到震动。	One hopes that this will lend comfort to him, and give a moral boost to Chinese who share his views. But it is unlikely to impress those who believe in the current orthodoxy of Chinese nationalism.
除了俄罗斯掌握的核武库以及作为联合国安理会常任理事国所享有的否决权外，其战略影响力的基础其实相对薄弱。	Aside from Russia’s nuclear arsenal and the veto power that it enjoys as a permanent member of the United Nations Security Council, its foundation of strategic influence is weak.
因此，金融市场对中国的重要性甚至比美国和欧洲还要高，并且有清晰的信号表明中国的投资生产率在快速下降。	Financial markets are thus even more important for China than for the US or Europe, and there are clear signs that the productivity of investment has been declining rapidly in China.
一个国家的国内政治经济制度改革与加入欧盟和北约通常都是相随而行的，因为选民们为了争取成员国资格往往愿意承受一些改革的阵痛。	Reform of a country’s political and economic institutions and its accession to the EU and NATO usually go hand in hand, because the prospect of membership makes painful decisions electorally acceptable.
2004年至2008年期间，曾长期以未来之国著称的巴西 — — “一直都是也永远都会是 ” — —其GDP年增长率为5.5 % 。	In 2004-2008, Brazil, which had been perennially known as the country of the future – as in “always has been and always will be” – recorded 5.5% annual average GDP growth.
媒体和国际货币基金组织（IMF）和其他机构的官方报告严重警告美联储的首次动作对金融市场和其他经济体的影响。	The media and official publications from the International Monetary Fund and other institutions have raised dire warnings about the impact of the Fed’s first move on financial markets and other economies.
在过去十几年中，女生在大学生中的比例从36%增至57 % ， 从1993年的不到15000人增加到2010年的436000人。	Their share of total college enrollment has increased from 36% to 57% over the last couple of decades, rising from less than 15,000 in 1993 to 436,000 in 2010.
这一趋势的受益者积累了足够的政治影响力来维持现状，凸显出在理解政策反应及其缺位的问题中受到太少关注的分配问题。	The beneficiaries of these trends may have accumulated enough political influence to maintain the status quo, highlighting distributional issues that have generally received too little attention in understanding policy responses or their absence.
十九世纪有记录以来最炎热的年份是2005、2010和2014，而去年的纪录几乎肯定会在今年被再次打破。	The hottest years since record-keeping began in the nineteenth century were 2005, 2010, and 2014, and last year’s record will almost certainly be broken again this year.
在这样的环境下，毫不奇怪普通公民会对未来深感不确定，对政府没有保护他们免受全球化副作用伤害深感失望。	In this context, it is not surprising that ordinary citizens feel uncertain about the future and frustrated with their governments, which have so far failed to protect them from globalization’s fallout.
此类政策给莫斯科赫尔辛基集团带来了沉重的打击，因为该机构被迫选择失去其大部分资金，进而解雇大部分员工。	Such policies have hit the Moscow Helsinki Group hard, because it was forced to choose losing much of its funding and, in turn, its staff.
这里的要点不是要抛弃经济学的伟大成就于不顾，而是要创造我们所谓的“人文经济学 ” ， 即让每个学科都保持自身独特的品质。	The point is not to abandon the great achievements of economics, but to create what we call a “humanomics,” which allows each discipline to keep its own distinctive qualities.
而且，像新闻主笔急于提醒我们的那样，在世界金融体系在次级抵押贷款危机下岌岌可危以及美国进入衰退的时候，本回合失败的负面影响尤其巨大。	And, as the editorialists hasten to remind us, the downside is especially large at a time when the world’s financial system is reeling under the sub-prime mortgage crisis and the United States is entering a recession.
所谓的买春法规定购买性服务为犯罪（但出卖性服务非罪 ） ， 瑞典、挪威、冰岛和北爱尔兰都已经实施了该法。	The so-called Sex Buyer Law, criminalizing the purchase, though not the sale, of sexual services has been implemented in Sweden, Norway, Iceland, and Northern Ireland.
全球金融体系在2008年近乎崩溃后触发的大幅衰退几乎让每个人都猝不及防，包括那些原本被认为最有能力去预见其降临的专家。	The deep recession that followed the near-collapse of the global financial system in 2008 caught nearly everyone by surprise – including the experts who were presumably the best equipped to see it coming.
最关键的是，报告呼吁加强全球金融安全网，以确保各国针对资本流过度波动和自我实现的金融市场恐慌做好准备。	Most crucially, the report calls for an enhanced global financial safety net to ensure that countries are well protected against excessive capital-flow volatility and self-fulfilling financial market panics.
与此同时，极端分裂已经成为其任期内的政治标志， 叙利亚、黎巴嫩和加沙地带潜在战争的战鼓声更是震耳欲聋。	At the same time, extreme divisiveness has become a political hallmark of his tenure, and the drumbeat of potential war in Syria, Lebanon, and Gaza has grown deafening.
农业是主要经济活动，主要分布在广袤的尼日尔河内陆三角洲，这里也是众多部落的大本营，包括以雕塑和建筑著称的多贡族（Dogon ） 。	Agriculture is the main economic activity, notably in the vast internal delta of the Niger River, home to many tribes, including the Dogon, a people remarkable for their sculpture and architecture.
但是，在一个普京式的政权中，政府决定了谁可以称为候选人，网络摄像头根本就是一场闹剧，不能让任何人害怕。	But, in a regime like Vladimir Putin’s, where the government decides who may be a candidate, the webcams would be farcical were they not also so intimidating.
事实上，从1965年到1990年，阿根廷的实质人均GDP下降了15 % ， 而这25年期间亚洲某些经济体却增长了5倍。	In fact, real GDP per capita declined 15% over the 25-year period from 1965 to 1990 – a period that saw some Asian economies quintuple in size.
一些人认为安理会授权是必不可少的绝对条件，也有人认为在没有授权的情况下出于权宜之计进行人道主义干预可以成为“严格定义的例外情形 ” 。	Some argued for an absolute requirement of Security Council authorization, while others recognized an imperative to contemplate humanitarian intervention without such authorization in “very narrowly defined exceptional cases.”
弗里德曼说，公司应该“赚尽可能多的钱，与此同时要遵守社会的基本规则，既包括法律中写的规则，也包括世俗伦理规则 。 ”	In his words, companies should “make as much money as possible while conforming to the basic rules of the society, both those embodied in law and those embodied in ethical custom.”
但发达国家和新兴经济体的结构改革都远低于最优水平，因为结构改革的成本和混乱是前置的，而收益要到中期和长期才能显现。	But such reforms are occurring at suboptimal rates in both advanced and emerging economies, because all of the costs and dislocations are frontloaded, while the benefits occur over the medium and long term.
经济增长模式、地缘政治局势、实现人类团结的社会契约、以及地球生态系统都在经历彻底而同时的变革，让人感到焦虑，也让很多地方陷入了动荡。	Economic growth patterns, the geopolitical landscape, the social contract that binds people together, and our planet’s ecosystem are all undergoing radical, simultaneous transformations, generating anxiety and, in many places, turmoil.
尽管经济萧条，伊朗仍然好斗不已，通过其黎巴嫩代理人真主党发动了至少一次针对以色列的成功的无人机空袭，最近，据说还发动了网络袭击。	Amidst a crumbling economy, the country remains belligerent, using its Lebanese proxy, Hezbollah, to launch at least one successful drone flight above Israel and reportedly initiating recent cyber attacks.
相反在中国，尽管自从毛泽东主义消亡以来，人们获得了许多的个人自由，但是他们并不能自由地建立任何不是受到共产党控制的组织。	In China, by contrast, while individuals have regained many personal freedoms since the death of Maoism, they are not free to organize anything that is not controlled by the Communist Party.
的确，巴勒斯坦权力机构在困难的情况下执政，但是，又有哪一个新的解放运动在最终必须执政管理的时候不是面临严重的挑战呢？	To be sure, the new Palestinian Authority (PA) took power under difficult conditions, but which new liberation movement does not face serious challenges when it finally must govern?
哥本哈根—尽管寿命预期有了提高、教育更加普及、贫困和饥饿率也有所下降，但世界在改善人民生活质量方面仍有很长的路要走。	COPENHAGEN – Despite gains in life expectancy, expanded access to education, and lower rates of poverty and hunger, the world has a long way to go to improve the quality of people’s lives.
修正教育并非一两天就能完成的事情 — — 自20世纪70年代的福特开始，历任美国总统都呼吁进行教育改革，但收效甚微。	There are no easy and quick fixes to education – every US president since Gerald Ford in the mid-1970’s has called for educational reforms, with little effect.
我已与双方领导人进行了长时间的讨论（其中既包括单独讨论，也包括双方都在场的讨论 ） ， 我向他们说明：塞浦路斯的命运完全掌握在其手中。	First, there is a strong, shared commitment between Christofias and Talat. They have met almost 70 times over the past 16 months, including two weeks of intensive talks immediately prior to my visit.
乌克兰本身拥有欧洲第三大储量；其他拥有庞大储量的国家包括波兰、法国、中国、印尼、澳大利亚、南非、阿根廷和墨西哥。	Ukraine itself has the third-largest reserves in Europe; other countries with large deposits include Poland, France, China, Indonesia, Australia, South Africa, Argentina, and Mexico.
在危险的时代，当风险的出现、时机和扩散都可能造成瘫痪性后果时，重要的不仅是我们取得什么成就，而是我们如何取得成就。	In perilous times, when the emergence, timing, and diffusion of risks can have a paralyzing effect, what matters is not simply what we accomplish, but how we accomplish it.
按照格雷厄姆的说法 ， “ 一个衰落的俄罗斯至多可以凭借乌拉尔以东稀少的人口及其广袤的资源成为大国，尤其是中美两国争夺的对象 。 ”	According to Graham, “At the extreme, a weak Russia, with its vast resources and sparse population east of the Urals, could become the object of competition among the great powers, notably China and the United States.”
他认为创造力被一种叫社团主义（corporatism）的公共哲学所桎梏，只有通过彻底改革金融和其他领域的私人机构才能重塑个性和活力。	He believes that creativity has been stifled by a public philosophy described as corporatism, and that only through thorough reform of our private institutions, financial and others, can individuality and dynamism be restored.
真正的浮动汇率发挥了其作用：消除积累外部债务的诱因，激励了实体经济内部的灵活性，并促进了深度兼具流动性的资本市场的发展。	Truly floating exchange rates generally served their purposes: removing the incentive to accumulate external debt, encouraging flexibility within the real economy, and promoting the development of deep and liquid capital markets.
最有力的证据显示美国人每天平均看电视5小时以上 — — 别忘了在看电视之前他们还花了几个小时在其他的视频设备上，这是一个多么惊人的数字啊。	The best evidence suggests that Americans watch more than five hours per day of television on average – a staggering amount, given that several hours more are spent in front of other video-streaming devices.
· 单位劳动力成本大幅下降，可以通过加速结构改革、让生产力增长快于工资增长来实现。 这也是不可能的，因为德国走完这一重塑竞争力之路花了足足15年。	· A rapid reduction in unit labor costs, via acceleration of structural reform and productivity growth relative to wage growth, is also unlikely, as that process took 15 years to restore competitiveness to Germany.
仅有一种假设情景可以在保障环境可持续性的同时改善人类福祉：那就是向非常规政策和措施转型所带来的“转型变革”之路。	There is just one scenario that can deliver improvements to human wellbeing in an environmentally sustainable way: the path of “transformational change,” brought about by a shift to unconventional policies and measures.
实际上，为了追求国家的经济稳定，奥巴马的领导班子显然正往施行某种政府干预的方向努力，而在过去二十年里，中国一直推行着这种政府干预。	Indeed, in pursuit of national economic stability, the Obama administration is clearly moving towards the kind of government intervention that China has been promoting over the past two decades.
如今在放弃了最初的计划之后，共和党人声称他们希望实施一项不会对财政收入构成影响的减税措施，其中包括不会对最顶端1％的高收入者进行减税。	Now, after abandoning their initial plan, Republicans claim they want a revenue-neutral tax cut that includes no reductions for the top 1% of earners.
通过支持外语教学和资助学生交流，他们就能像《阿拉伯发展报告》中规定的那样，帮该地区的人们实现自己的目标。	By supporting the teaching of foreign languages and financing student exchanges, they can help people in the region accomplish their own goals as spelled out in the Arab Human Development Report .
而共同货币脆弱性的根源则来自于《马斯特里赫特条约》框架的缺陷，该框架规定欧元区成员国在维持共同货币政策的同时可以制定符合共同财政规则的单一财政政策。	At the root of the common currency’s fragility are flaws in the Maastricht Treaty framework, which dictates that eurozone members maintain a common monetary policy and individual fiscal policies that conform to shared fiscal rules.
与此同时，大多数新兴市场国家拥有足够强大的财政实力，也有足够的汇率变化空间去实现一场非破坏性的调整以应对适度提升的全球利率。	Moreover, most emerging-market countries have strong enough fiscal positions and can afford flexible enough exchange rates to manage a non-disruptive adjustment to moderately higher global interest rates.
新千年伊始之际，世界各国领导者们庄重许诺，将致力于寻求和平方案、解决贫困问题，创造一个更为清洁的环境。	When the millennium opened, world leaders pledged to seek peace, the end of poverty, and a cleaner environment.
同样是这些共和党人，在赞成限制政府开支的同时又阻挠对国会程序进行制度改革。 这些改革是限制开支所必需的。	These same Republicans also argued for government spending restraint while blocking the institutional changes to Congressional procedures needed to make spending restraint possible.
事实上，债权人理应承担更大的责任：通常它们是成熟的金融机构，而借款人常常不太适应市场的变幻莫测以及与不同契约安排有关的风险。	In fact, creditors arguably are more responsible: typically, they are sophisticated financial institutions, whereas borrowers frequently are far less attuned to market vicissitudes and the risks associated with different contractual arrangements.
将这一借款权外包给国家投资银行只是一个释放信号的办法，表明任何新增借款都会被用于投资，而不会被用于当前支出。	Outsourcing such borrowing power to a National Investment Bank is merely a way to signal that any additional borrowing will be used for investment, not for current spending.
对畜牧动物所受待遇表示担忧的人绝不仅限于数量不多的素食者或严格素食主义者，也就是不吃一点动物产品的人。	Concern about how we treat farm animals is far from being limited to the small percentage of people who are vegetarians or even vegans – eating no animal products at all.
这些装置可以使动物在某种程度上控制它们生活的环境，比如通过移动到笼子的另一层或躲起来以逃避生活在同一只笼子内的其他动物的攻击。	Such devices enable animals to exert some control over their environment, such as escaping an attack from a cage-mate by moving to another level in the cage or hiding.
她也许不会强调缅甸的实际需要 — — 严肃的土地改革、反腐运动、将经济从寡头控制中解放出来 — — 而是陷入为不受欢迎的少数群体的辩护。	Instead of highlighting the country’s real needs – serious land reform, an anti-corruption drive, and freeing the economy from oligarchic control – she may instead be drawn into defending an unpopular minority.
美联储在有目的地破坏激励系统 — — 具体地说，是在扭曲资金价格所提供的信号 — — 这将会导致投资不当（而当公债被货币化时，还会产生通货膨胀 ） 。	The Fed is purposefully and insidiously distorting the incentive system – specifically, signals provided by the price of money – resulting in mal-investment (and, when public debt is monetized, inflation).
类似地，从2000年到2014年，33个州实行了各自的能源政策 — — 有的制定了广泛的气候行动计划，有的建立了可再生能源标准 — — 既减少了二氧化碳排放，也扩张了经济。	Likewise, from 2000 to 2014, by enacting a variety of energy policies – from broad climate action plans to mandated renewable-energy standards – 33 states cut carbon dioxide emissions while expanding their economies.
首先，那些离开的人通常是在意大利政府的资助下接受教育：每个大学毕业生整个学习生涯的总花费约为60万美元。	First, those who leave are usually educated in Italy at government expense: around $600,000 for the full school career of each college graduate.
大众欧洲的代表是领衔英国退出运动的英国独立党（Independence Party ） ， 它们就像莫内的反面，抓住TTIP或乌克兰入盟协定等外交妥协，将它们内部政治化。	The demotic Europe, exemplified by the UK Independence Party, which helped spearhead Brexit, is like Monnet in reverse, taking diplomatic compromises like the TTIP or the association agreement with Ukraine, and intentionally politicizing them.
从永恒的角度来看这样的不幸相对无关紧要，可是如果没有不幸，或者至少没有大部分不幸，这个世界将更美好。	Relatively insignificant as this suffering may be from the perspective of eternity, the world would be better without it, or at least without most of it.
伊拉克观察家乔尔·韦恩指出，公共部门就业从2005到2010年翻了一番，现在占到全职劳动力约60%的份额。	And, as Iraq observer Joel Wing has pointed out, public-sector employment doubled from 2005 to 2010, and now accounts for roughly 60% of the full-time labor force.
从长期看，卡斯特罗时代的结束加上对美关系的改善可能带来类似于西班牙在弗朗哥倒台后所走过的向完全的自由民主的转型。	In the longer term, the end of the Castro era, together with improved relations with the US, is likely to bring about a repeat of Spain’s transition toward full-fledged liberal democracy after the fall of Francisco Franco.
在选战期间，他似乎认识到，实现好的经济结果比政治身份政治更重要。 他的政党在政治身份政治方面臭名昭著。	During the election campaign, he seemed to recognize that achieving good economic results was more important than the politics of religious identity for which his party had been notorious.
斯大林的一位主要计划官员层被问及为何要为一系列荒唐的方案辩护，他的回答堪称经典 ： “ 我宁可站着制定（stand for）不现实的计划，也不要坐着（牢，sit in jail）制定现实的计划 。 ”	"When one of Joseph Stalin's chief planners was asked why he was willing to defend a series of ludicrous proposals, he famously replied, “I'd rather stand for unrealistic plans than sit [in jail] for realistic ones."""
香港政府认为可以不顾民众意见，在大多数功能性立法委员和少数亲政府的直选立法委员的支持下强行通过该议案。	Hong Kong's government felt it could ignore public opinion and push the bill through with a large majority of the functional members, plus a handful of directly elected pro-government legislators.
报告还强调，流行病在中等收入国家正在快速转变，而可传染、产妇、新生儿和营养失调在撒哈拉以南非洲根深蒂固。	It also highlighted the rapid pace of epidemiological transition in middle-income countries and the persistence of communicable, maternal, newborn, and nutritional disorders in Sub-Saharan Africa.
但在常规环境下，国家公共预算已能自动起到稳定作用 — — 通过失业保险、累进税收等措施实现 — — 并且这是一个衍生功能，而非主要目标。	But, under normal circumstances, national public-sector budgets already perform the stabilizing role automatically – through unemployment insurance, progressive taxation, and the like – and this is a derived role, not the primary objective.
古生物学、考古学以及（尤其是）遗传学的最新发现表明，现在的人类和一些古代人具有惊人的相似之处，这让评估现代人起源的工作更加复杂了。	Recent discoveries in paleontology, archaeology, and especially genetics of striking similarities between extant humans and some ancient populations are further complicating assessments of modern humans’ origins.
从中东到拉丁美洲和亚洲，许多专制政权或正逐渐采取步骤朝着更民主和更负责任的政府形式的方向迈进，或已成为羽翼丰满、功能完善的民主政体。	From the Middle East to Latin America and Asia, many autocracies are taking gradual steps towards more democratic and accountable forms of government, or have become fully-fledged and well functioning democracies.
这些发展趋势挑战了欧洲的价值、社会模式的可行性以及世界的长期安全，因此欧洲领导人必须专注于构建新的能源体系以确保可靠供给、合理定价和生态可持续性。	As these developments challenge Europe’s values, its social model’s viability, and the world’s long-term security, EU leaders must focus on building a new energy system that ensures a reliable supply, sensible pricing, and ecological sustainability.
东京—20世纪60年代，当莫洛伊斯兰解放阵线（Moro Islamic Liberation Front，简称MILF）游击队在菲律宾揭竿而起时，费迪南德·马科斯（Ferdinand Marcos）还没有成为总统，更不用说变成独裁者了。	TOKYO – When the Moro Islamic Liberation Front guerrilla movement took up arms in the Philippines in the 1960’s, Ferdinand Marcos had yet to become the country's president – let alone dictator.
事实上，在2008至2009年间外部融资突然断流的时候，希腊就已经存在着非常庞大的经常账户赤字 — — 规模超过GDP的10%以上，迫使其对国内支出进行调整。	In fact, Greece was running very large current-account deficits – exceeding 10% of GDP – when external financing dried up suddenly in 2008-2009, forcing an adjustment in domestic spending.
为了理解科学之于欧洲的作用，关键是要先明确科学 — — 也就是由好奇心驱动的尖端研究 — — 不能给欧洲带来什么：不能得到立即可以商业化的研究成果。	In order to understand what science can do for Europe, it is important to clarify what science – that is, curiosity-driven frontier research – cannot do for Europe: deliver results that can immediately be commercialized.
毕竟，真主党是黎巴嫩在抵抗以色列1982年入侵时的产物。 现在它正通过将自己刻画成阿拉伯—伊斯兰事业，也就是在巴勒斯坦问题上的领军人物，而努力重树自己在国内和更广泛地区的影响力。	Hezbollah is, after all, a creature of Lebanon’s resistance to Israel’s 1982 invasion, now trying to reassert its influence at home and in the wider region by portraying itself as a champion of the Arab-Islamic cause, namely in Palestine.
为了在此基础上更进一步，日本承诺下个月开始大规模财政扩张，有人称之为零散性、暂时性“直升机撒钱 ” （ 政府债务永久货币化 ） 。	To build on these gains, Japan has promised a large fiscal expansion next month, which some describe as a piecemeal, temporary version of so-called “helicopter drops” (permanent monetization of government debt).
如果上个月在北京讨论的方案能够实现的话，因此产生的自贸协议将在整合程度以及对世界经济的重要性方面超越北美自贸协议。	But if the proposals discussed in Beijing last month are realized, the resulting FTA could surpass NAFTA in its degree of integration and importance to the world economy.
但这项工作相当繁重，美联储官员塔鲁罗（Daniel Tarullo）承认 ， “ 清晰完整的解决方案还没有成型 。 ”	But it is uphill work, and Daniel Tarullo, a governor of the Federal Reserve, has acknowledged that “a clean and comprehensive solution is not in sight.”
2001年阿根廷单方面违约后，许多投资者更加认清了需要事先明确允许不太极端的替代方案，因此在债务契约中引入了所谓的“集体诉讼条款 ” 。	After Argentina’s unilateral default in 2001, many investors saw more clearly the need to allow explicitly for less drastic alternatives ahead of time, and so incorporated so-called “collective action clauses” into debt contracts.
瑞典首相洛夫文9月在蒙特利尔表示 ， “ 今天我们关注全球基金，但愿我们明天不要忘记为整个全球卫生安排提供充足的资金 。 ”	As Swedish Prime Minister Stefan Löfven said in Montreal in September: “Today we are focusing on the Global Fund, but tomorrow let’s not forget to provide sufficient funding for the entire global health architecture.”
但采取可持续土地管理战略能够贡献实现巴黎气候协定所指定的、将全球变暖控制在前工业化水平以上2℃以内的目标所需要的短期减排量的三分之一强。	But adopting sustainable land management strategies could provide more than one-third of the near-term emission reductions needed to keep warming well below the target – 2°C above pre-industrial levels – set by the Paris climate agreement.
事实上，从2002年10月至2005年4月这31个月的实际（去除通货膨胀的影响）联邦基金利率是负的。	Indeed, the real (inflation-corrected) federal funds rate was negative for 31 months, from October 2002 to April 2005.
但她表示SEC有很多事情要做，此事得先等一等 — — 这无异于委婉地表示SEC像当年在天安门广场上请愿的学生那样，已经屈服于不可抵挡的压力了。	But she confessed that the SEC had many other items on its agenda, and had placed the issue on the back burner – a polite way to say that the SEC, like the heroic students in Tiananmen Square, had surrendered under irresistible pressure.
美国贸易代表（USTR）办公室提出了正确的概念，它的谈判目标覆盖了劳工问题和工资、透明度、腐败，以及一些人权问题。	The Office of the United States Trade Representative (USTR) has the right idea, with negotiating objectives that cover labor issues and wages, transparency, corruption, and some aspects of human rights.
在这种情况下，尽管查韦斯的政策没有使得其核心选民受益，但是他仍然可以我行我素。 超过一半的委内瑞拉人生活在困苦绝望之中。	In such circumstances, Chávez can afford to be bold, despite his policies’ failure to benefit his core constituency: the more than 50% of Venezuelans who live in destitution and despair.
你也许会想，茨威格会为二战后成立的联合国和布雷顿森林体系感到欣慰，更不用说此后数十年的复兴和和解时期。	One imagines that Zweig would have been comforted by the post-WWII creation of the United Nations and the Bretton-Woods system, not to mention the subsequent decades of reconstruction and reconciliation.
这种席卷全球富裕经济体的私人固定金额养老金的衰减是一件坏事，因为资产价格构成表明，年轻以及中年工人们极为重视固定金额的养老金。	This fall-off in private defined-benefit pensions all across the rich core of the world economy is a bad thing, because the configuration of asset prices suggests that young and middle-aged workers value defined-benefit pensions extremely highly.
比方说，一名前基地组织成员不久前曾经表示英国当局未能很好地解释不干预叙利亚内战的原因有可能进一步激化穆斯林的激进情绪。	A former Al Qaeda member, for example, recently stated that the UK authorities’ failure to explain properly why it had not intervened in Syria’s civil war risked radicalizing more Muslims.
亚特兰大 — — 波兰执政的法律与正义党（PiS）最近颁布的一部引起争议的法律因为将“波兰死亡集中营”这样的表述定义为刑事犯罪而引发了世界各国的广泛关注。	ATLANTA – A controversial law recently enacted by Poland’s ruling Law and Justice (PiS) party has attracted a tremendous amount of attention around the world for its criminalization of expressions like “Polish death camps.”
它不仅未能结束长期存在的巴以冲突，反而通过推翻伊拉克政府制造了新的问题。 西方在阿富汗出资支持圣战者，同时支持赞同其伊拉克、叙利亚、埃及和其他国家安全议程的独裁专制人员。	It failed to end the long-standing Palestinian conflict, and it created new problems by dismantling the Iraqi state, funding mujahedeen in Afghanistan, and backing dictators who supported its security agenda in Iraq, Syria, Egypt, and elsewhere.
但捍卫作为这些起诉基础的核心原则也很重要，即普遍管辖权（universal jurisdiction）的概念。	But it is also important to preserve the core principle underlying these prosecutions: the concept of universal jurisdiction.
此外，哥伦比亚已经成为越来越具有吸引力的投资目的地，因为它在减少贫困，创造就业，基础设施发展和教育改革方面都取得了长足的进步。	Moreover, Colombia has become an increasingly attractive investment destination, as it has made great strides in poverty reduction, job creation, infrastructure development, and education reform.
亚努克维奇代表的是顿涅茨克派别，是几个地理上被定义为主张寡头政治的团体之一，这些团体争相控制乌克兰的商业和政治。	Yanukovych represents the Donetsk clan, one of several geographically defined oligarchic groups that compete to dominate Ukrainian business and politics.
许多人都担心这仅仅是长期冲突的开始，这样的冲突可能用到远超贸易范畴的武器，并带来远超贸易范畴的伤亡。	Many fear that this is only the beginning of a long conflict that could include weapons – and casualties – far outside the realm of trade.
就拿印度洋和其他东亚地区的领土纠纷来说吧。 中国一再地 — — 并且越来越坚决地 — — 主张其广大的海洋国土面积。	Consider the territorial disputes roiling the Indian Ocean and other East Asian regions, sparked by China’s repeated – and increasingly assertive – efforts to claim sovereignty over vast maritime areas.
11月，俄罗斯与巴基斯坦的外交关系也取得了突破，绍伊古（Sergei Shoigu）成为1969年以来第一个访问巴基斯坦的俄罗斯国防部长。	November was also a good month for Russian diplomacy in Pakistan, with Sergei Shoigu becoming the first Russian defense minister to visit the country since 1969.
并且，更常见的情形是他们观看的是个人成就 — — 山地车速降选手的凝神聚气、动如脱兔和勇气，或者体操选手完美规范的动作 — — 而不是真正的团队努力。	And, more often than not, what we are witnessing is individual achievement – the deeply concentrated agility and courage of the downhill racer or the finely disciplined movements of the gymnast – rather than true team effort.
