source_zh	target_en
在国内，政府基本上放弃了将主权持仓多样化、实现多重“口袋”以反映激进多样化的投资目标和广泛的政治考虑的努力。	Domestically, governments have largely abandoned their efforts to divide sovereign holdings into multiple “pockets” that reflected the funds’ diverse investment objectives and wider political considerations.
那么让我们转而支持一个公平贸易的经济模式，拒绝在那些受到反不公平雇佣运动人士锁定的商店购物(更多信息，请查阅http : / /www.worldwatch.org/node/1485 ) 。	Let us support a fair-trade economy, and refuse to shop at outlets targeted by activists for unfair employment practices (for more information, go to http://www.worldwatch.org/node/1485).
那么那些全球化的批评者 — — 那些错误地将其视为零和游戏的人 — — 是否就是反对消除全球贫困的呢？	Are globalization’s critics – those who wrongly consider it a zero-sum game – against eradicating global poverty?
那么，法国和德国的领导人们又为何如此奋力去阻止 — — 或者更精确地说，拖延 — — 这件必将发生的事件？	Why, then, are political leaders in France and Germany trying so hard to prevent – or, more accurately, to postpone – the inevitable?
伊拉克在20世纪80年代对伊朗使用过生化武器，埃及60年代在也门使用过，伊拉克对其国内的库尔德人也使用过。	Iraq used them against Iran in the 1980’s, Egypt in Yemen in the 1960’s, and Iraq against its own Kurds.
新德里 — — 在新任主席习近平领导下，中国是否正在谋求与美国“亚洲核心”政策相对应的外交核心政策？	NEW DELHI – Is China, under its new president, Xi Jinping, undertaking its own diplomatic pivot, parallel to the United States’ “pivot to Asia”?
不久以后，许多国家都会去占领月球，从而引发我们在南极洲所碰到的同样令人不快的暂时性的状况：即各个国家在未合法拥有的情况下悍然撷取其中的资源。	Soon nations will colonize the moon, giving rise to the same unsatisfactory and tentative situation we have in Antarctica, where nations essentially take without legally owning.
与那些回顾过往并得出结论认为这是房地产泡沫必然后果的人不同，金奈伊奥利和施莱夫认识到了应急措施在危机及其后果中发挥的核心作用。	Unlike those who look back and conclude that it was all an inevitable consequence of the housing bubble, Gennaioli and Shleifer recognize the central role that contingency played in the crisis and its aftermath.
例如在芬兰，十年以来的可持续性公共基金支持正对私人投资产生催化作用，从而促成了研发预算的规律性增长。	In Finland, for example, ten years of sustained public funding is now catalyzing private investments and fueling regular increases in R&D budgets.
毕竟，对自然资源课以高额税收不会让它们消失，这意味着以自然资源为主要收入来源的国家可以用它们来为教育、医疗、发展和再分配融资。	After all, taxing natural resources at high rates will not cause them to disappear, which means that countries whose major source of revenue is natural resources can use them to finance education, health care, development, and redistribution.
美国总统尼克松曾赞誉1971年代的史密森协定（Smithsonian Agreement）是“世界历史上最具意义的货币协定 。 ”	President Richard Nixon hailed the 1971 Smithsonian agreement as “the most significant monetary agreement in the history of the world.”
拜我们和其他类似的项目所赐，难民能够 利用这段时间获得宝贵的技能乃至职业能力倾向的认证评估，为进入就业市场做好准备。	Thanks to our initiative and others like it, refugees can use this time to prepare to enter the job market, by gaining valuable skills, not to mention a certified assessment of their occupational aptitude.
虽然在中央银行的货币注入下还能继续维持一段时间，但市场参与者最终会意识到没有足够的储蓄去完成所有投资，于是泡沫开始破灭。	But market participants eventually realize that there are not enough savings to complete all the investment projects. At that point, boom turns to bust.
墨西哥城－虽然许多美国人认为，移民是一个不应该包含在与其他政府会谈中的国内问题，但是，这并不是其他国家持有的观点 — — 也不是美国持有的观点。	MEXICO CITY – Although many Americans believe immigration is a domestic issue that should be excluded from talks with other governments, this is not a view held by other nations – or by the United States.
历史上，中国的出口拉动增长战略取得了巨大的成功，再加上以中国为中心的全球供给链的快速成长，共同构成了我从来不信什么脱钩论的主要原因。	Historically, China’s hugely successful export-led growth strategy, together with the rapid growth of China-centric global supply chains, was the major reason why I never bought the decoupling story.
自由市场固然能指引世界走向更富裕、更健康的未来，但相信斯密的“看不见的手”能赢得与气候变化的斗争将是一个悲剧性的错误。	While free markets may have steered much of the world toward a wealthier, healthier future, placing our faith in Smith’s “invisible hand” to win the fight against climate change would be a tragic mistake.
但浮出的一个共同的模式是，因为圣战的信息所承诺的意义和身份，它们似乎对那些搞不清楚他们是谁和他们要去哪里的人特别具有吸引力。	But one common pattern that does emerge is that the jihadi message, because it promises meaning and identity, seems to appeal particularly to people who are unsure about who they are and where they are heading.
假定金正恩是理性的，那么他一定有很好的理由认为，即使他处决了中国所喜欢的朝鲜传话人，仍能够维持中国生命线。	Assuming that Kim is rational, he must have had good reason to believe that the Chinese lifeline would be sustained, even if he executed China’s favorite North Korean interlocutor.
它应该处于国际金融市场的中心，并且不仅仅为各国中央银行和财政部、同样也为监管机关、标准制定者以及市场参与者提供分析平台。	It should be positioned at the center of international financial markets and provide an analytical platform, not only for central banks and finance ministries, but also for regulators, standard setters, and market participants.
但这份公报也旋即成为了他信反对者手中的致命武器，而其中的领导势力则是泰国人民民主联盟（简称民盟 ） 。	The communiqué became a lightning rod for Thaksin’s opponents at home, spearheaded by the People’s Alliance for Democracy.
就算是拥有长期合作历史的欧洲各国，其互相之间贷款安排的监测（surveillance）和贷款条件（conditionality）的拟定等职能也是外包给IMF的。	Even in Europe, with its long history of cooperation, surveillance and conditionality are outsourced to the IMF.
但这些非常规政策正在转变为经典的博弈论坏均衡：每个央行都能从保持低利率中获利，但从集体角度，它们的方针却构成了一个陷阱。	But these unconventional policies are turning out to be a classic game-theoretic bad equilibrium: each central bank stands to gain by keeping interest rates low, but, collectively, their approach constitutes a trap.
但卡梅伦的保守党及其自身的内阁也陷入了深深的分歧，而伦敦的民粹主义市长鲍里斯·约翰逊（Boris Johnson）已经加入支持英国退出阵营。	But Cameron’s Conservative Party and his own cabinet are deeply divided, while London’s populist mayor, Boris Johnson, has joined the supporters of British exit.
在全球化降低了将生产和服务岗位从富国转移到穷国的难度后，不断发展的自动化正威胁将工作从人转到机器人手中。	After globalization made it easier to move manufacturing and service jobs from rich to poor countries, growing automation now threatens to move jobs from humans to robots.
在这一切发生了之后，俄副总理伊戈尔·谢琴与国防部长阿纳托利·谢尔久科夫就被派到吉尔吉斯斯坦首都比什凯克，试图为俄方挽回点利益。	Soon after this, Russian Vice Premier Igor Sechin and Defense Minister Anatoly Serdyukov were sent to Bishkek in an effort to get something for Russia’s money.
经济学 — — 市场如何运作，为何有时会崩溃，如何合理估算项目的成本 — — 应该符合大部分人的利益。	Economics – how markets works, why they sometimes break down, how to estimate the costs of a project properly – ought to be of interest to most people.
许多英国政策制定者 — — 以及“脱欧”运动的所有成员 — — 都忽视了退出欧盟单一市场所可能产生的成本。	Many UK policymakers – and all members of the “Leave” campaign – are ignoring the likely costs of exiting the EU single market.
与显然为寻求快速贸易“胜利”而放弃经济逻辑的美国不同，欧盟是一家动作迟缓的机构，往往更加看重经济逻辑而非地缘政治并更加偏爱长期协议。	Unlike the US – which has apparently abandoned economic logic in its search for quick “wins” on trade – the EU is a slow-moving entity that generally prioritizes economic logic above geopolitical considerations and favors long-term agreements.
当今的核电站使用一种特殊的铀元素（铀235）作为燃料，通过从一个原子核裂变反应中释放中子并引发另一原子核裂变的链式反应来产生能量。	Today’s power plants use as a fuel a special kind of Uranium, U-235, which is burned in a chain process whereby the neutrons from one nuclear decay induce the next decay.
在做出这些投资的同时，决策者也绝不能忘记近期非洲的大部分增长要归因于良好的宏观经济政策和可靠的经济管理。	As they make these investments, policymakers must not forget that much of Africa’s recent growth can be credited to good macroeconomic policies and sound economic management.
要回答这个问题，需要可能影响公众对经济的思考 — — 或避免思考 — — 的现有叙事和观念的大致特征（impressionistic characterizations ） 。	To answer it requires impressionistic characterizations of the extant stories and ideas that might influence public thinking – or avoidance of thinking – about the economy.
上述战略的基本主旨不出所料，中国改变投资结构，从出口主导的经济增长模式向着更平衡的消费和服务经济转型。	There were no surprises in the basic thrust of the strategy – a structural shift in China’s investment- and export-led growth model toward a more balanced consumer-based and services-led economy.
越来越“社会主义”的AfD背后的推动力可以从德国东部寻找，图林根州的煽动政党领导人比约恩·霍克（Björn Höcke）等人早就要求“ 一个爱国团结的党 ” 。	The driving forces behind a more “socialist” AfD can be found in Germany’s east, where firebrand party leaders like Björn Höcke of Thuringia have long called for “a party of patriotism and solidarity.”
这“可能包括将汇总的遗传和自我报告信息向第三方非盈利和/或商业研究伙伴披露，但这些信息不会发表在同行评议的科学期刊上 。 ”	This “may include disclosure of Aggregated Genetic and Self-Reported Information to third-party non-profit and/or commercial research partners who will not publish that information in a peer-reviewed scientific journal.”
尽管如此，就算是个象征性的姿态，布什将朝鲜移除名单的决定与特朗普将其重新列入名单的决定有着完全不同的背景。	Still, even as a symbolic gesture, the context of Bush’s decision to remove North Korea from the list was entirely different from that of Trump’s decision to restore it.
最后，继2014年挑起克里姆林与西方不和的俄罗斯吞并克里米亚行动后，土耳其在俄欧双方之间取得了战略优势地位。	Finally, following Russia’s annexation of Crimea in 2014, which drove a wedge between the Kremlin and the West, Turkey had carved out a strategically advantageous position between the two sides.
半个世纪以前，自由市场经济学家弗·冯·哈耶克（Friedrich von Hayek）提出，大型公共部门将威胁民主本身，将欧洲国家置于“受奴役的地位 ” 。	Half a century ago, the free-market economist Friedrich von Hayek argued that a large public sector would threaten democracy itself, putting European countries on a “road to serfdom.”
如果现在美联储认为经济具备了更大的不引起剧烈通胀的超趋势扩张容量，那么，用约翰·列侬（John Lennon）的话说，可以“给增长一个机会 ” 。	If the Fed now believes that the economy has greater capacity for above-trend expansion without generating much inflation, it can, to paraphrase John Lennon, “give growth a chance.”
当然，这番话也遭到了质疑和批评，但与前任工党首相遭到劈头盖脸的抗议，要求其为经济陷入困境负责的遭遇不同的是，外界对这番声明的回应相当客气，也非常理智。	And, of course, there have been demurrals and criticisms. But, aside from former Labour ministers, protesting bitterly at being blamed for the state of the economy, the response has been remarkably civil and thoughtful.
发生在2006至2007年间的种族清洗是可怕的，但它使逊尼派暴乱分子无法藏身也无法与其他居民杂居，也切断了他们的后勤和财政方面的来源。	The ethnic cleansing of many Baghdad neighborhoods in 2006 and 2007 was deplorable.
其次，它还必须确保一体化程度不断增强的欧元区无权单方面出台财政和监管决策，通过重塑统一市场或金融行业而严重影响到英国。	Second, it must ensure that an increasingly integrated eurozone does not gain the authority to make unilaterally fiscal and regulatory decisions that, by reshaping the single market or the financial sector, have significant implications for the UK.
为在结核病领域实现恰当的平衡，国际社会必须通过向外界展示9月所达成的 财务领导协议来重新致力于研发活动。	To strike the right balance with TB, the international community must recommit to R&D initiatives by showing the financial leadership agreed upon in September.
受损严重的经济体能看见独立复苏的有限前景，它们会拒绝接受国际合作带来的机会，这一观点可能无法令人信服。	Perhaps the idea that severely damaged economies, with limited prospects for independent recoveries, would pass up the opportunity that international cooperation presented was implausible.
我们的分析显示，一切照旧模式不会在2030年前在实现可持续发展目标领域取得显著进展，也无法提高环境的可持续性。	The business-as-usual scenario, our analysis shows, would not bring significant progress toward achieving the SDGs or boosting environmental sustainability by 2030.
马德里和华沙示威之间的差别表明新旧欧洲之间的区分依然有效 — — 虽然已经不是拉姆斯菲尔德的原意了。	The differences between the demonstrations in Madrid and Warsaw suggest that the distinction between Old and New Europe remains valid, though not in the way that Rumsfeld meant.
批判性思想越来越被作为精英主义行为嗤之以鼻，而不负责任的社交媒体 ， “ 假新闻”和“另类事实”则主导着民众探讨。	Critical thought is increasingly dismissed as an elitist endeavor, while unaccountable social media, “fake news,” and “alternative facts” dominate public discussion.
但修辞的变化并没有带来战略改变，奥巴马政府仍然超越了安全顾虑的边界，利用其反恐活动为美国更宽泛的地缘政治利益服务。	But the rhetorical shift did not translate into a change in strategy, with the Obama administration moving beyond security concerns to use its anti-terrorism activities to advance America’s broader geopolitical interests.
希格斯和他的同事们提出就像数学模型所要求的那样，单个基本粒子的质量的确为零，因此所有粒子通常都会以光速向四周运动。	Higgs and his colleagues suggested that every elementary particle really is massless, just as the mathematical models require, and hence all particles would ordinarily zip around at the speed of light.
事实上，你可能会对总统有一个左右逢源的助手而对他抱有一丝同情，科恩就是如此 — — 他让他的痛苦众所周知，但并没有因为痛苦而做出什么行动。	Actually, one can have some sympathy for a president with an aide who wants to have it both ways, as Cohn did – letting his apparent anguish be known without acting on it.
纽黑文—如果你想寻找一个说明金融市场为何如此难以良好地运转的完美例子，你只需要看看围绕美国众筹（crowdfunding）所出现的困难和争议就行了。	NEW HAVEN – If one were seeking a perfect example of why it’s so hard to make financial markets work well, one would not have to look further than the difficulties and controversies surrounding crowdfunding in the United States.
外交政策在这次大选中还很少露脸，但据估计最后一次辩论将以此为主题，从而向选民们展示两位候选人是如何看待世界的。	Foreign policy has made few appearances in the campaign, but the final debate is supposed to be devoted to the subject, thereby giving voters a sustained view of how the candidates view the world.
事实上，同样的步骤早就在2006年时的泰国和2007年的缅甸付诸实施 — — 只不过是泰国用了10天而缅甸用了7天而以。	These same ten steps occurred in Thailand in 2006 – in ten days, and in seven days in Myanmar a year later.
当西方给予莫布图（Mobutu）资金时，他们知道钱款进入了瑞士的银行账户，而并没有用于赈济扎伊尔（现刚果）人民。	When the West gave money to Mobutu, they knew that the funds were going to Swiss bank accounts rather than benefiting the people of Zaire (now Congo).
塔克认为，在理想状态下那些关键问题 — — 比如说管理所谓“大而不能倒”的银行 — — 应该交由国会一级决定，因为这在某种程度上需要更多的透明度以及真正的问责制。	Ideally, in Tucker’s view, vital issues – like how much to regulate so-called too-big-to-fail banks – should be decided at the congressional level, in part because this implies more transparency and real accountability.
在经历了近几年的下跌后，11月以来韩国贸易出现复苏信号，主要表现在出口增长上；1月份，韩国贸易数字强劲反弹。	After trending down in recent years, South Korean trade since November has shown signs of recovering, notably in terms of export growth; and in January, it bounced back significantly.
例如在德国，联邦政府的缩短工时（Kurzarbeit）项目规定如果一个劳动者因为工时缩短而导致收入下降超过10%时，政府将给予占该下降幅度相当一部份的补偿。	In Germany, for example, the federal government’s Kurzarbeit program makes up a significant fraction of the difference when, owing to short hours, a worker’s earnings fall by more than 10%.
然而，如果公众支持这种由规则向自由裁量权的转换，那么欧元区成员国的财政管理制度就必须服从于现实的市场原则。	If the public is to support such a shift toward discretion over rules, however, the system of fiscal governance for the eurozone members must be subject to real market discipline.
尽管如此，蒂尔森认为朝鲜准备和美国谈判的说法可能是对的 — — 但只能一个核武国家与另一个核武国家之间的谈判。	Nonetheless, Tillerson is probably right that North Korea is ready to talk to the United States – but only as one nuclear-weapons state to another.
美国似乎可以让世界充斥美元货币和债务，而不必为更高的通货膨胀或者利率而付出代价。 德斯坦对此十分气恼。	D’Estaing was incensed that the US seemed to be able to flood the world with dollar currency and debt without ever seeming to pay a price in terms of higher inflation or interest rates.
但当进一步数据分析显示该药对黑人患者的潜在疗效更为显著时，科研人员又针对1，050名现行疗法无效的自我认定的“黑人”严重心衰患者进行了新的试验。	But when more detailed analysis of the data revealed potentially elevated benefits for black patients, a new trial was performed on 1,050 self-identified “black” patients with severe heart failure for whom available treatments had proved ineffective.
亨利的方案，用他自己的话说 ， “ 因为不具备管理上的可行性或被视为无法对犯罪行为形成长期影响的短期行动而被否决 。 ”	Henry’s proposal was, in his own words, “dismissed as either administratively impractical or as a one-shot action that would have no long-run impact on criminal behavior.”
但是，尽管欧元区年轻人失业率自2009年以来有所上升，其失业比率一直保持稳定（但两者均远高于2008年的水平 ） 。	But, while the eurozone’s youth unemployment rate has increased since 2009, its ratio has remained the same (though both significantly exceed pre-2008 levels).
如今，地理因素仍起着作用，尽管让美国不愿就其言论自由状况大做文章的原因已不再是苏联，而是叙利亚、伊拉克和伊朗。	Today, geography still plays a role, though it is Turkey’s contiguity with Syria, Iraq, and Iran that has left the US reluctant to make a fuss about press freedom.
希腊人称之为民主的东西，在其他许多国家 — — 它们与希腊一样民主 — — 称之为不负责任的单边主义。	What the Greeks call democracy comes across in many other – equally democratic – countries as irresponsible unilateralism.
上周，来自163个国家的101位领袖召开会议，确定12月即将在哥本哈根召开的联合国气候变化会议的重要步骤。	Last week, 101 leaders from 163 countries met to chart the next steps toward December’s all-important UN climate change conference in Copenhagen.
显然，如果中国强劲的增长迎来一次暂停，将会造成新兴市场的地震，与之相比，今天新兴市场的波动只不过是打了个嗝。	Certainly, if there ever is a pause in China’s heady growth, today’s emerging-market turmoil will seem like a mere hiccup compared to the earthquake that will ensue.
世界其他部分的责任在于为寻找办法的努力提供稳定支持：构建一个所有国家都遵守同样的规则和范式的包容性国际体系。	The responsibility of the rest of the world is to build a stable backdrop for such efforts: an inclusive international system in which countries abide by the same rules and norms.
土耳其说，它已经花费了78亿美元用于照顾两百多万难民；而到目前为止，土耳其只获得了4.15亿美元来自其他国家的资金（尽管欧盟已承诺再支持30亿欧元 ） 。	Turkey says it has spent $7.8 billion to care for more than two million refugees; thus far, it has received only $415 million from others (though the EU has promised another €3 billion).
四年后，在卡塔尔多哈举行的第二届发展融资会议上，决策者承认在税收���题上做得不够，并要求ECOSOC考虑加强制度安排。	Four years later, at the Second Conference on Financing for Development, in Doha, Qatar, policymakers acknowledged that more needed to be done in tax matters, and asked ECOSOC to consider strengthening institutional arrangements.
但是，他们并没有试图抵挡经济从农业进步到工业再进步到服务业的自然演化，而是成功地让英国获得了整整一百年的持续经济增长。	But, by not standing in the way of the economy’s natural evolution from agriculture to industry and then to services, they enabled the United Kingdom to enjoy a full century of sustained economic growth.
电视上播放的战争造成的灾难，以及可以���特写镜头观察到残缺，可以并且也必须加以阻止，以免 — — 像在刚果经常发生的那样 — — 危机从新闻报道头版消失了，但是杀戮却以世人看不见的方式在继续。	The televised tragedy, and the shortcomings that can be observed close up, can and must be stopped, lest – as often happens with Congo – the crisis disappears from the front pages, while the killing continues unseen.
虽然苏联最后几个月里的经济条件非常可怕，但人们能够看到自由正在降临，并且和今天不同的是，他们都愿意为自由挺身而出。	Even though economic conditions were dire in the USSR’s final months, people could see the freedoms that were coming and, unlike today, were willing to stand up for them.
好消息是特朗普政府没有追求激进的保护主义政策，比如将某些国家列为货币操纵国、征收跨境关税，或推行边境调节税等。	The good news is that the administration has not pursued radically protectionist policies, such as branding countries as currency manipulators, introducing across-the-board tariffs, or pushing for the border adjustment tax.
今天的绿色经济并不是以反思经济学，将经济运行与环境极限和当务之急相适应，而是试图改造自然，让它来适应现有经济体系。	Instead of rethinking our economies with a view to adapting their functioning to environmental limits and imperatives, today’s green economy seeks to redefine nature, in order to adapt it to existing economic systems.
具体形式既可以是由美国国防部或美国国立卫生研究院（NIH）等机构直接出资，也可以采用税收减免、采购及学术实验室或研究中心补贴等间接形式。	The funding can be direct, through institutions like the Defense Department or the National Institutes of Health (NIH), or indirect, via tax breaks, procurement practices, and subsidies to academic labs or research centers.
首先，奥巴马并没有公开批评中国政府恶劣的人权纪录，也没有利用自己的影响力去劝告中国释放在押的政治犯，而这两点都是他的前任到访中国时常有的举动。	First, Obama did not openly criticize the Chinese government’s notorious human rights record, nor did he use his influence to persuade China to release any prisoner of conscience, as his US predecessors always did when visiting the country.
讽刺的是，随着加沙发射的火箭落在了特拉维夫郊区，那些支持分治的以色列人并不认为满足分治计划的另一半人有多重要。	It is ironic that, as rockets from Gaza reach the outskirts of Tel Aviv, those Israelis who celebrated the partition, and their descendants, do not see the importance of fulfilling the other half of the partition plan.
高技能、高薪酬岗位数量增加，特别是所谓的STEM领域（科学、技术、工程、数学 ） ， 目前仍有240万个岗位虚位以待。	The number of high-skill, well-paid jobs is increasing, particularly in so-called STEM fields (science, technology, engineering, math), where 2.4 million jobs remain unfilled.
如果达成全球共识 — — 比如通过G20或联合国大会达成 — — 选择对农业抗生素征税的国家可以用所得税收收入推动替代农业作业的转型。	If a global consensus were reached – for example, through the G20 or the United Nations General Assembly – countries choosing to tax agricultural antibiotics could use the revenue to help ease the transition to alternative farming practices.
说真的，按照欧盟委员会的估计，仅按它所酝酿的税率 — — 股票和债券交易的0.1 % 、 衍生品交易的0.01 % ， 有关财政每年便可增加500亿欧元进项。	Indeed, the European Commission estimates that its proposed tax of only 0.1% on stock and bond trades, and 0.01% tax on derivatives, will raise more than €50 billion per year.
此外，与阿富汗签订允许阿富汗货物过境运往印度的贸易协议可能是与这个高速发展的邻国改善经济关系的第一步。	Moreover, a trade agreement with Afghanistan that allows Afghan goods to cross Pakistan en route to India may be one step towards an improvement of economic relations with that large and rapidly growing neighbor.
尽管颁布有禁止“掠夺性”定价和“反竞争”并购的相关规定，但价格战和增加市场领导者支配力的收购行为在实际操作上也是被允许的。	Despite rules prohibiting “predatory” pricing and “anti-competitive” mergers, price wars and acquisitions that increase market leaders’ power are permitted in practice.
不无讽刺的是，伊朗的民用核计划会通过使更多的石油和天然气供应到全球市场从而增强美国和世界的能源安全。	Ironically, an Iranian civilian nuclear program would enhance US and world energy security by making more oil and gas available in the global market.
债券市场大亨布莱恩（Bill Blain）这样评论高盛的股票买入行为 ： “ 脑海中突然浮现出‘买在地位，稍稍上涨后卖掉，出货完毕逃之夭夭。 ’这句话 。 ”	As for Goldman’s equity play, as bond-market guru Bill Blain put it, “the words ‘buy cheap, sell a bit dearer on the up, and then dump and run’ spring to mind.”
该国同时还斥资数百万美元从身兼核科学家和黑市商人双重身份的“巴基斯坦核弹之父” 阿卜杜勒·卡迪尔·汗那里购买浓缩技术和核弹设计图纸。	The country has also spent millions of dollars on illegal purchases of enrichment technology and nuclear-weapon designs from the Pakistani nuclear scientist and black marketeer A.Q. Khan, the “Father of the Pakistani bomb.”
由于这一联系影响所有需要原材料投入的制造品，因此毫不奇怪，随着大宗商品价格下跌，全球贸易也跟着萎缩。	Given that this connection affects all manufactured goods that require raw material inputs, it should be no surprise that, as commodity prices have declined, so has global trade.
不幸的是，在过去20年中，针对劳动力市场的公共开支相对于GDP的比率在美国下降了0.5个百分点，在加拿大，德国和斯堪的纳维亚半岛地区下降了超过3个百分点。	Unfortunately, in the past two decades, public spending on labor markets, relative to GDP, has declined by 0.5 percentage points in the United States, and by more than three percentage points in Canada, Germany, and Scandinavia.
但是 ， “ 政府借钱越多，就必须掏更多的钱用于偿还它的借款”这样的说法有时是正确的，有时是错误的。	But the statement, “The more the government borrows, the more it has to pay for its borrowing,” is sometimes true and sometimes false.
事实上，教宗科学院的前身可以追溯到400等多年前的猞猁学院（Accademia dei Lincei ） ， 伽利略1661年开始在该学院任职。	Indeed, the founding of the Pontifical Academy of Sciences traces its origins back more than 400 years, to the Academy of Lynxes (Accademia dei Lincei), which inducted Galileo in 1611.
自然法传统提供了一个中世纪学者所熟悉的答案。 对他们来说，自然法可以通过我们的自然理性（natural reason）理解，相反，另外一些法律只能通过天启（divine revelation）发现 ） 。	The tradition of natural law offers an answer that was familiar to medieval scholars, for whom natural law was knowable to us by our natural reason (as opposed to those laws that could be discovered only through divine revelation).
因此今天，与其纠结美国制度能否在特朗普任职期间生存下来，我们必须搞清这套制度怎样才能服务于错误的目标。	So today, instead of asking whether American institutions will survive the Trump presidency, we must ask how American institutions can be put in the service of wrongful ends.
事实上，一些新兴经济体 — — 主要是受中国减速影响的石油和大宗商品生产国 — — 的严重金融问题与美联储的动作无关。	In fact, serious financial problems in several emerging economies – particularly oil and commodity producers exposed to the slowdown in China – are unrelated to what the Fed does.
伦敦—有记录表明巴西新外交部长欧内斯托·阿罗约（Ernesto Araújo）相信气候变化是一场“文化马克思主义者”发动的阴谋，意图破坏西方经济。	LONDON – Brazil’s new foreign minister, Ernesto Araújo, is on record as believing that climate change is a plot launched by “cultural Marxists” to stifle Western economies.
毕竟，谁会容忍名义利率的零下限成为不可逾越的技术障碍，在创新性金融便利手段拯救华尔街的同时阻挡救助民生之路？	After all, how could one let a technical hitch like the zero lower bound on nominal interest rates stand in the way of rescuing Main Street when innovative financing facilities had been used to save Wall Street?
在联合国贸易和发展会议上，我们依靠一个新建立的56个发达和发展中国家上市公司数据库将研究延伸到了美国经济之外。	At the United Nations Conference on Trade and Development (UNCTAD), our research looks beyond the US economy, relying on a newly constructed database for publicly traded companies in 56 developed and developing countries.
在美国，30年国债收益率在1月30日创下了2.25%的历史低点（自1972年美联储系列债券诞生以来 ） 。	In the United States, the 30-year Treasury bond yield reached a record low (since the Federal Reserve series began in 1972) of 2.25% on January 30. The yield on the United Kingdom's 30-year government bond fell to 2.04% on the same day.
如果我们能够利用资金和政治意愿保证每个儿童，不论其收入、所在地或社会地位，都能学习，教育委员会就取得了成功。	The Education Commission will have succeeded if we are able to leverage the funding and political will to ensure that every child learns, regardless of their income, location, or social status.
富内斯是个温和左派， 不但把自己和巴西总统卢拉以及美国总统奥巴马相提并论，同时还反对委内瑞拉总统查韦斯。	He is a moderate, modern leftist who has openly identified himself with Brazilian President Lula and Barack Obama, as opposed to Chávez.
以色列和美国都非常怀念21世纪的民族国家世界，它们有这样的想法顺理成章，因为在那个世界里，它们所拥有的传统力量最容易发挥作用。	Both Israel and the US are nostalgic for a twentieth-century world of nation-states, which is understandable, since that is the world to which the kind of conventional power they possess is best suited.
像艾米尔·杜尔凯姆、费迪南德·托尼斯、格奥尔格·齐美尔等社会学巨擎很久以前就开始担忧从传统向现代社会的转型过程破坏了传统的支撑结构，导致社会中的个体感到被孤立和不快乐。	Giants of sociology, like Émile Durkheim, Ferdinand Tönnies, and Georg Simmel, worried long ago that the transition from traditional to modern society undermined traditional support structures and left individuals feeling isolated and unhappy.
美国人开始乐于接受总统奥巴马用来描述美国在利比亚扮演所边沿角色的话，即“从幕后领导 ” ， 或许对于其盟国而言，美国退得太多了。	Americans are starting to enjoy – probably too much for their allies – what President Barack Obama, describing the US role in Libya, called “leading from behind.”
自2009年中期大衰退结束以来，相同的情况发生过两次 — — 2010年第二季度和第三季度的年化增长率平均为3.4 % ； 2011年四季度和2012年一季度平均增长了4.3 % 。	The same thing has happened twice since the end of the Great Recession in mid-2009 – a 3.4% average annualized gain in the second and third quarters of 2010 and a 4.3% average increase in the fourth quarter of 2011 and the first quarter of 2012.
看起来，将如此多国家的如此多的部门包括进来更有利于克服抵制，因为这样能分散反对意见，防止任何一个特殊利益集团取得上风。	It seems that involving so many sectors in so many countries actually made it easier to overcome resistance, as it diffused the opposition and prevented any single specific interest from getting the upper hand.
几个世纪以来，大规模食物中毒事件的最大元凶往往是真菌毒素对未处理谷物的污染 — — 当昆虫侵袭农作物并造成伤口，令真菌（霉菌）得以附着之时，这一风险也随之急剧扩大。	Over the centuries, the main culprit in mass food poisoning often has been contamination of unprocessed crops by fungal toxins – a risk that is exacerbated when insects attack food crops, opening wounds that allow fungi (molds) to get a foothold.
政治领导人在必须就某事件作出反应之前的自由度越来越低了，而事件发生后，政治领导人不但要和其他政府沟通，也要和公民社会沟通。	Political leaders enjoy fewer degrees of freedom before they must respond to events, and must then communicate not only with other governments, but with civil society as well.
同样，被误导的财政紧缩政策既非不可避免，其与全球化之间的联系也并非是无法化解的 — — 尤其是调节短期资本流动的明智政策。	Likewise, misguided fiscal austerity is neither unavoidable nor inextricably linked to globalization – especially the smart kind that moderates short-term capital movements.
上述2015年联合国第三大胜利或许有助于实现第四大胜利：12月在联合国气候变化框架公约支持下在巴黎签署全球气候控制协议。	This, the UN’s third triumph of 2015, could help to bring about the fourth: a global agreement on climate control, under the auspices of the UN Framework Convention on Climate Change, in Paris in December.
当然，支持快速城市发展需要大量的资本支出，以建设高效的运输、供水、固体废物管理、污水排放和处理系统。	Of course, financing rapid urban development requires significant capital outlays to build efficient systems for transport, water provision, solid waste management, and sewage removal and treatment.
不妨将这称为“安全港诅咒 ” ： 只要美国仍然是任何风暴最安全的避风港，那么它就没有动力马上修复自己的弱点。	Call this the “safe-haven curse”: as long as the US remains the safest port in any storm, it faces no immediate pressure to address its weaknesses.
现在，美国已不再背负着一位在世界各地受人讨厌的总统，普京已经失去了一个帮助他提高俄罗斯的国际地位的重要工具。	Now that America is no longer saddled with a president loathed around the world, Putin has lost one of the key tools that had helped him boost Russia’s international standing.
经济学家罗伯特·索洛（Robert Solow）就曾有一句著名的论断，说信息和通信技术革命在世界各地都是可见的 — — 除了生产力统计数字之外。	The ICT revolution was visible everywhere, the economist Robert Solow famously noted, except in the productivity statistics.
