source_zh	target_en
在全球领导人准备齐聚巴黎联合国气候变化会议之际，巴基斯坦正在大洪灾过后的一地狼藉中挣扎。 洪水摧毁了房屋，毁灭了庄稼，冲垮了大桥，还夺走238人的生命。	As world leaders prepare to meet at the United Nations Climate Change Conference in Paris, the country is reeling from the aftereffects of devastating floods that damaged buildings, destroyed crops, swept away bridges, and killed 238 people.
但是代替美军的联合国部队装备不佳，指挥混乱，结果当剩下的美军试图把该为巴基斯坦维和部队成员死亡负责的索马里军阀绳之以法的时候，他们遭受了攻击。	But ill-equipped and poorly led UN replacement forces for the American presence put the remaining US troops in the bull’s eye as they attempted to bring to justice the Somali warlord responsible for the death of Pakistani peacekeepers.
但其最危险的赤字存在于治理之中。 中国也是如此，薄熙来丑闻便暴露了中国自我标榜的技术专家治国论背后的问题。	But its most damaging deficit is to be found in governance, as is true of China, where the Bo Xilai scandal has exposed the pathological underside of China’s vaunted technocratic leadership.
促进多样性 — — 不仅是性别多样性，在许多国家还包括年龄和种族多样性 — — 既事关效率，也事关社会公正。	Promoting diversity – not only in terms of gender, but also with respect to age and, in many countries, ethnic background – is a matter of effectiveness as much as a question of social justice.
但是，乌克兰危机并没有妨碍不断增加的信心和冷静，而是成了一剂催化剂，促进了西欧内部的政治合作与团结。	Yet, rather than disrupt its growing confidence and composure, the Ukrainian crisis has been a catalyst for renewed political cooperation and solidarity within Western Europe.
但国会并未批准将雇主工资税削减50 % — —类似的削减营业税措施过去曾经受到共和党人的青睐，并在预算效益排行榜上排名居前。	But Congress failed to approve a 50% cut in employers’ payroll taxes – a business tax cut that many Republicans favored in the past and that ranks high on budgetary effectiveness.
中国相信它已经找到了它自己发展和现代化的模式，而它的统治者像纳粹和勃列日涅夫一样，也把奥运会当成将他们的模式“兜售”给全球观众的途径。	China believes that it has found its own model to develop and modernize, and its rulers regard the Games in the same way as the Nazis and Leonid Brezhnev did, as a means of “selling” their model to a global audience.
这个国家刚用高效现代的家用冰箱替换了850,000台低效冰箱，今后几年还将有几百万台冰箱按计划完成换代工作。	And it has just retired 850,000 inefficient household refrigerators in favor of modern, energy-efficient models, with millions more earmarked over the coming years.
建立在这样一个核心周围的欧洲符合我所说的“土星模式 ” ， 在这个模式中，在中间是一个巨大的行星，周围被环形环绕着，它们迟早会合而为一。	A Europe built around such a core corresponds to what I call a “Saturn model,” with a huge planet in the middle, surrounded by rings, converging sooner or later in the center.
可惜，对于这需要什么，人们还没有形成共识，而即使在存在一些一致意见的地方，也缺乏做出必要的军事和经济资源承诺的意愿。	Alas, there is no consensus on what this would require, and even where some agreement exists, sufficient will to commit the required military and economic resources does not.
这个理念在小布什执政后期已经提出，目的是为了和某些东盟成员国构建联系 — — 比如新加坡，越南和文莱 — — 同时也涵盖其他太平洋国家。	This was proposed late in the Bush administration in order to forge links with some ASEAN members – Singapore, Vietnam, and Brunei – as well as others across the Pacific.
伊朗早就明确地表示它希望重新获得作为地区 — — 事实上是全球 — — 主要大国的历史低位，而在看到土耳其地缘政治地位上升后，伊朗的这一雄心越发高涨了。	Iran has long made clear that it wants to resume its historic position as a major regional – and indeed global – power, an ambition that can only grow stronger as it watches Turkey’s geopolitical stature rise.
所幸的是，禁止同性性交的法律在印度并未得到执行，但却成为对同性恋者进行讹诈和骚扰的工具，并使得对人们进行HIV和艾滋病教育的组织难以开展工作。	Fortunately, the prohibition of sodomy in India is not enforced. Yet it provides a basis for blackmail and harassment of homosexuals, and has made it more difficult for groups that educate people about HIV and AIDS to carry out their work.
（当然，拜（比如）非理性繁荣、价值投资者所带来的暂时性下跌或时机不当的逆向投资交易所赐，市场路径是波折的。 ）	(Of course, markets take detours along the way, driven by, say, irrational exuberance, temporary declines in the impact of value investors, or mistimed contrarian trades.)
在喀麦隆，不少我们的组织与世界海关组织一道，帮助海关当局减少了腐败、增加了收入，据估算，每年可以增收2500万美元。	In Cameroon, some of our organizations have worked with the World Customs Organization to help the customs authority reduce corruption and increase collection of revenues – estimated to be more than $25 million a year.
第二个目标是就2015年各国做出国家承诺的条款达成一致 — — 正式的名称叫做“国家自定贡献预案 ” （ INDC ） 。	The second goal was to agree on the terms under which countries will devise their national commitments – officially, their “intended nationally determined contributions” (INDCs) – in 2015.
我曾在1979年柬埔寨边境上第一次描写维瑟尔，他那熟悉而略显凌乱的头发就像乌黑的机翼悬在瘦削、帅气的头颅上空。	I picture Wiesel in 1979 on the Cambodian border, where I met him for the first time, his familiar mop of hair a jet-black wing hovering over his lean, handsome head.
首先，巴塞尔III全球银行改革方案和相应的欧盟资本要求指引第四版（Capital Requirements Directive IV）规则给跨境融资造成了反向激励。	For starters, the Basel III package of global banking reforms and the European Union’s corresponding Capital Requirements Directive IV rule create disincentives for cross-border financing.
中国拉拢韩国是其长期战略的一部分 — — 让韩国沦为外交和国家安全政策的附庸国（正如冷战期间芬兰对苏联的俯首帖耳 ） 。	China’s embrace of South Korea is part of a long-term strategy to turn it into a subordinate state in terms of foreign and national security policy (much as Finland kowtowed to the Soviet Union throughout the Cold War).
生物技术加碳捕捉和储存（BECCS）是净零排放这一“过头方针 ” （ overshoot approach）的榜样。	Bioenergy with Carbon Capture and Storage is the poster child for the new “overshoot approach” of net-zero emissions.
恰恰是认为乌克兰可以像二十五年前的波兰那样接受经济“休克疗法”这类的决策导致了2008年的全球经济危机。	The idea that Ukraine can embrace the economic “shock therapy” that Poland pursued a quarter-century ago is the type of cookie-cutter policymaking that resulted in the 2008 global financial crisis.
在我在英国政府任职的短暂时期，我协助时任财政大臣的乔治·奥斯本（George Osborne）说服卡梅伦应该在十年内使中国成为第三大出口市场。	During my brief spell in the British government, I helped then-Chancellor George Osborne persuade Cameron that we should aspire to make China our third-largest export market within a decade.
为了形象化的表现这种差距，我为我的教育慈善机构清醒基金制定了一项新的综合统计指标，称为2050年清醒指数。	To map this distinction, I have developed a new composite statistical indicator for my educational charity, the Wake Up Foundation, called the Wake Up 2050 Index.
检测“引力子 ” — —形成部分引力场的假象粒子 — — 需要银河系那么大的粒子对撞机或质量与木星相当的检测器。	"Detecting a “graviton"" – the hypothetical particle making up part of a gravitational field – would require a particle collider the size of the Milky Way or a detector with a mass of the planet Jupiter."
一年后，检查表明这头牛的大脑被大量小液泡腐蚀，形成海绵状的形态，于是这种病的学名被称为牛海绵状脑病。	The following year, tests revealed that the brain had been eroded by a myriad of small vacuoles, producing the sponge-like appearance that inspired the disease’s scientific name: bovine spongiform encephalopathy.
随着不平等性日益根深蒂固，有利于促增长的经济政策的共识可能受到影响，从而破坏社会凝聚，刺激政治动荡。	As inequality becomes increasingly entrenched, it can erode the consensus in favor of pro-growth economic policies, undermine social cohesion, and spur political instability.
基础设施委员会将在美国两大党之间分割责任，其委员可以因此摆脱日常政治的压力，集中精力关注经济的健康。	By splitting the responsibility between the country’s two main parties, the commission would free its members from the pressures of day-to-day politics and allow them to concentrate on the health of the economy.
“想象一个倒置的金字塔 ， ” ���资银行家查尔斯·莫里斯写道 ， “ 堆积在实际产量上的要求越多，金字塔变得越不稳定 。 ”	“Think of an inverted pyramid,” writes investment banker Charles Morris. “The more claims are piled on top of real output, the more wobbly the pyramid becomes.”
西方观察家和国内大部分自由主义者并没有放弃埃尔多安，直到其政府2013年夏对伊斯坦布尔加济公园的示威活动采取严厉镇压的举措。	Western observers and the bulk of domestic liberals did not give up on Erdoğan until his government’s heavy-handed tactics during the Gezi Park protests in Istanbul in the summer of 2013.
去年7月，联合国大会一致通过了一项由不丹提出的决议，承认人类根本目标在于追求幸福，而国内生产总值不能体现这一目标。	Last July, the UN General Assembly passed, without dissent, a Bhutanese-initiated resolution recognizing the pursuit of happiness as a fundamental human goal and noting that this goal is not reflected in GDP.
如同欧洲的新排放交易制度一样，全球的生产者和消费者都需要面对市场激励机制采用减缓（并最终停止）增加大气中温室气体的技术和消费模式。	As with Europe’s new carbon trading, all producers and consumers around the globe will need to face market incentives to adopt technologies and consumption patterns that slow (and eventually stop) the increase of greenhouse gases in the atmosphere.
所有发达国家中的股东在1945年至1975年和1980年期间没有什么组织并且并不积极。 在过去二十多年，他们以养老基金、投资基金以及对冲基金的形式重新确立自己。	For more than two decades, shareholders in all the developed countries, unorganized and passive from 1945 until 1975-1980, have recast themselves in the form of pension funds, investment funds, and hedge funds.
在发行后备资金之时，银行将支付比长期债券更高的利率，因为债权人将承担发行资本的成本，而不是政府来承担救助费用。	In issuing contingent capital, banks would have to pay a higher interest rate than they would on ordinary long-term debt, because debt investors will face the true cost of capital, not the government-subsidized cost.
印度与恐怖主义的斗争史比其他任何一个国家都要长，但如今这一问题影响着整个地区，包括阿富汗、中国和巴基斯坦。	While India has fought terrorism longer than any other country, the problem now affects the entire region, including Afghanistan, China, and Pakistan.
但如今市值最大的四家美国公司 — — 苹果、谷歌，微软和亚马逊 — — 都是科技企业（截至撰写本文时伯克希尔哈撒韦公司超越脸书排到了第五位 ） 。	But now, the four largest US firms by market capitalization – Apple, Google, Microsoft, and Amazon – are all tech companies (as of this writing, Berkshire Hathaway had edged out Facebook for fifth place).
随着流动性越来越强，逐渐老龄化的欧洲迫切需要令它恐惧不已的移民的注入 — — 不仅如此，它还应该在移民抵达之后很快（比如一年时间内）将当地政治问题上的发言权交到他们手中。	In a world of increasing mobility, an aging Europe will badly need the immigrants of whom it is so frightened – and it should give them a voice in local politics soon (say, one year) after they arrive.
如今，普京又声称有权利忽视邻国的主权，而原因仅仅是俄罗斯要捍卫海外俄罗斯族的权利，包括他们脱离所在国家加入俄罗斯祖国的权利。	Now Putin claims the right to ignore neighboring countries’ sovereignty on the pretext that Russia is merely defending the rights of ethnic Russians abroad, up to and including their right to secede and join the Russian homeland.
传统上，扩张被视为比常规欧盟条约更能超越国家利益的领域：入盟程序的常规内容要求决策方式更加社会导向。	Enlargement was traditionally viewed as an area where national interests would be more readily set aside than in conventional EU settings: the normative dimension of the process seemed to demand a more community-oriented approach to decision-making.
研究表明在经营性资产领域授予妇女更多的决策权有可能提高农业产量超过20 % ， 这对到2030年“消除一切形式的贫困 ” （ 可持续发展目标第1条）将起到至关重要的作用。	Studies show that giving women more decision-making power over productive assets has the potential to increase farm yields by more than 20%, which is essential to “end poverty in all its forms everywhere” by 2030 (SDG 1).
1993—1994年，格林斯潘再一次勒紧货币政策，结果人们惊讶地发现，小规模紧缩可以给长期资产价格和公司借贷成本带来如此大的影响。	Between 1993 and 1994, Greenspan once again reined in monetary policy, only to be surprised by the impact that small amounts of tightening could have on the prices of long-term assets and companies’ borrowing costs.
创伤专家保罗·史蒂文森（Paul Stevenson）描述了一种沮丧症候，这是他在位于澳大利亚海域的瑙鲁难民羁押营所观察到的。	The trauma specialist Paul Stevenson described a demoralization syndrome that he observed during his work at migrant detention centers on Nauru, off the Australian coast.
与石油出口不同（石油出口收入被欠中国和其他国家的巨额债务占用 ） ， 非法毒品出口的收入天然不会被占用（除了及其偶尔发生的没收之外 ） 。	And, unlike oil exports, which are encumbered by massive debts to China and others, the proceeds from the illegal drug exports are by nature unencumbered, except in rare instances of seizure.
长期以来，悲观论者总是把中国经济与本国经济作比较 — — 重复着耶鲁大学历史学家史景迁（Jonathan Spence）的著名观点在多年前就发出警告的典型错误。	Pessimists have long viewed the Chinese economy as they view their own economies – repeating a classic mistake that Yale historian Jonathan Spence’s seminal assessment warned of many years ago.
他们的论据是，如果你允许政府禁止你所讨厌或鄙视的观点，你就削弱了你自己挑战针对你所同意的观点的类似禁令的权利。	Their argument was that if you allow the government to ban opinions you hate or despise, you weaken your right to contest a similar ban on views with which you might agree.
渴望皇冠的普京忘记了俄罗斯君主固然表面光鲜，始终危机四伏，因为独裁对法律的蔑视让他很容易遭遇暴民正义。	Pining for a crown, Putin forgets that Russian monarchy, for all its splendor, was always a minefield, because an autocrat’s contempt for law leaves him vulnerable to mob justice.
在确定2016年的“八大任务”中，李克强将供给侧改革排在第二 — — 仅次于应对增长放缓的经济稳定政策。	In identifying the top “eight tasks” for 2016, Li put supply-side reforms at number two – second only to the government’s focus on economic stability in countering China’s growth slowdown.
我们也许会悲叹通过“外包”而失去的制造业岗位，但是我们肯定不会为我们出口到中国的巨量污染物感到悲叹。	While we may lament the loss of manufacturing jobs through “outsourcing,” we certainly do not lament exporting massive amounts of pollution to China.
目前的情况是，反欧盟政党热烈地响应俄罗斯总统普京及其相当反自由的经济和社会政策，这也许是唯一有利于老牌政治家庭的动向。	As it stands, the anti-EU parties’ enthusiastic embrace of Russian President Vladimir Putin, with his profoundly anti-liberal economic and social policies, may well be the only thing working in the established political families’ favor.
利比亚正经历着一场你死我活的斗争，一边是坚持追求变革的人民，另一边则是在实施了40年暴政后依然负隅顽抗的贪婪政权。	Libya is experiencing a deadly struggle between people insisting on change, and a desperate, greedy regime determined to cling to power after 40 years of crass misrule.
可怜的难民家庭在贪婪的走私者和歹徒支配下在海上漂流的图片很容易激发怜悯和同情（而且不只是在德国 ） 。	Images of miserable refugee families drifting in the sea, at the mercy of rapacious smugglers and gangsters, can easily inspire feelings of pity and compassion (and not just in Germany).
面对着费卢杰或纳杰夫城所看到的严重暴力，没有一部强加的宪法能够对联军有所帮助，不管它看上去多么正义凛然。	No imposed constitution, however elegant it may be, will be very helpful to Coalition forces when confronted with the type of mayhem seen in towns like Fallujah or Najjaf.
对于担心更大程度地依赖私人资金会导致曲目编排保守的人士而言，旧金山交响乐团是演奏曲目最富冒险精神的美国乐团之一的事实，也可以使他们放心了。	It also should be reassuring to Europeans who are concerned that greater reliance on private money necessarily means conservative programming that the San Francisco Symphony has one of the most adventuresome repertoires in the US.
然而只有少数观察人士敢于指出，这种快速逆转其实是由那些流动性过剩的全球资本主义核心地区孕育的套利交易操作推动下的信贷泡沫的结果。	Only a few observers dared to point out that this rapid reversal was the result of credit bubbles fueled by carry-trade operations hatched in overly liquid centers of global capitalism.
与此形成鲜明对比的是，2012年希腊债务减记 — — 作为计划失败的结果发生 — — 只是让下降螺旋继续维持下去。	In sharp contrast, a debt write-down like Greece’s in 2012, which resulted from a program’s failure, only contributes to maintaining the downward spiral.
但这种摇摆确实是过度了 — — 不是所有逐利的发达国家投资者都会对发展中国家背后的增长动力了如指掌。	But the swing is excessive. Not all advanced-economy investors who were chasing yield have deep knowledge of developing-country growth dynamics.
少数观察家怀疑中国将在未来十年中的某个时间点被迫随人民币汇率自由浮动，问题则是在这一过渡期间会因为政治和经济规则发生冲突而产生多少乱象。	Few observers doubt that China will have to let the renminbi exchange rate float freely sometime over the next decade. The question is how much drama will take place in the interim, as political and economic imperatives collide.
而短短几个月后，英国脱欧和特朗普当选总统就被人们普遍视为早在数十年前就已经有人预测到的反精英反全球化浪潮不可避免的产物。	A few months later, Brexit and the Trump presidency were universally acknowledged as the inevitable consequence of an anti-elitist, anti-globalization backlash that was predictable decades ago.
又比如，时至年末，31岁的库尔兹凭借将保守的奥地利人民党（ÖVP）改造为所谓的“塞巴斯蒂安·库尔兹名单—新人民党”而当选奥地利总理。	Or consider how, at the end of the year, 31-year-old Sebastian Kurz became Chancellor of Austria after refashioning the conservative Austrian People’s Party (ÖVP) into a movement called “The Sebastian Kurz list – The New People’s Party.”
在这种困境中催生出一种流行理念：债券市场实际上欢迎更少的财政紧缩，因为这样才能促进经济增长，从而使公共债务水平在长期上显得更可持续。	From this predicament stems the fashionable idea that the bond market would actually welcome less fiscal austerity, because this would boost economic growth, in turn making the level of public debt appear more sustainable in the long run.
相反，监督委员会最近批准了一项新财政计划，并与波多黎各紧急利息基金公司（COFINA）所发债券的持有人签订了协议，有可能让波多黎各永远被债务所紧紧束缚。	On the contrary, the oversight board recently certified a new fiscal plan and a deal with holders of bonds issued by the Puerto Rico Urgent Interest Fund Corporation (COFINA) that could put the island in a debt straitjacket indefinitely.
诚然，贸易应该惠及所有国家、所有人，不管是欧洲和美国因为工厂关闭而受到损失的工人，还是陷在非洲和南非非正式经济中的自给农民（subsistence farmers ） 。	To be sure, trade must deliver for all countries and for all people, from factory workers suffering plant closures in Europe or the United States to subsistence farmers trapped in informal economies in Africa and South Asia.
伊朗支持过麦加的暴乱朝圣者、黎巴嫩自杀式炸弹袭击者和真主党游击队，后者不久前袭击过以色列，并曾在最近与沙特支持的叙利亚叛乱团体作战。	The non-state actors Iran has supported include rioting pilgrims in Mecca, suicide bombers in Lebanon, and Hezbollah militants, who have launched attacks on Israel and, more recently, battled Saudi-backed rebel groups in Syria.
华沙—在过去60年中，欧洲一体化工程面临着诸多挑战：战后经济困境、共产主义的严重束缚、后冷战时代的不确定性。	WARSAW – Over the past 60 years, the project of European integration has confronted many challenges: post-war economic hardships, the heavy yoke of communism, and the uncertain footing of the post-Cold War world.
对于不是那么贵的鞋子，由于投入到生产过程中无形的部分的资金比较少，这个数字不是那么高，但是仍然超过了50 % 。	For less expensive shoes, with lower sums invested in the intangible parts of the production process, this figure was not as high, but still more than 50%.
多数人眼中更好的教育是接受更多教育；而更高质量教育是指有效地学会技能（比方说像经合组织标准化PISA考试成绩 ） 。	What most people mean by better education is more schooling; and, by higher-quality education, they mean the effective acquisition of skills (as revealed, say, by the test scores in the OECD’s standardized PISA exam).
脊髓灰质炎公共卫生紧急状况持续不断正在危及全球根除脊髓灰质炎行动（GPEI）的成功，自1988年启动以来，世界各国已累计投入150亿美元用于这项行动；同时还威胁到全球公共卫生。	The continuing polio PHEIC is endangering the success of the Global Polio Eradication Initiative (GPEI), into which the world has invested $15 billion since it was launched in 1988; and it threatens global health generally.
不久之后，在美国的要求之下，泛美开发银行及其成员没有按原计划发放贷款，而是采取了从没采取过的措施，在发放这些资金之前暗示增加海地采取政治行动的条件。	Soon after, at the behest of the US, instead of disbursing the loans as planned, the IDB and its members took the unprecedented step of implicitly adding conditions to require political action by Haiti before the funds would be released.
除非欧洲的政治权力也得到欧洲化，让现在的联合体进化为联邦，否则欧元区 — — 以及整个欧盟 — — 将分崩离析。	Unless political power in Europe is Europeanized, with the current confederation evolving into a federation, the eurozone – and the EU as a whole – will disintegrate.
对多元文化主义的暧昧态度使得荷兰籍摩洛哥人长久固守着保守作风，也让荷兰籍土耳其人一直避开公众的视线。	Non-committal multiculturalism has long kept the conservatism of Dutch Moroccans and Dutch Turks hidden from the public eye.
其中的逻辑看上去无懈可击，诚然，世界上400,000种植物中的绝大部分含有保护自己免遭放牧牲畜吞噬的化学防御（有毒 ） 。	The logic seems impeccable, and it is true that the vast majority of the planet’s 400,000 plant species do contain chemical defenses (poisons) to defend themselves from grazing herbivores.
中国的许多公用事业机构 — — 如航空、铁路、港口和通讯等 — — 都是单一产品实体，由国有企业负责经营管理。	Many public utilities in China – such as airlines, railways, ports, and telecommunications – are single-product entities administered by state-owned enterprises (SOEs).
"根据""摩尔定律 "" - 由英特尔的前总裁在1975年阐明，并以其名字命名-计算机芯片上的元件数量每两年就要翻一番。"	"According to ""Moore's Law"" -- named after the president of Intel, who formulated it in 1975 -- the amount of components on a computer chip doubles every two years."
但是，如果央行能够在足够长的时间里遏制国内和全球性矛盾，那么内生恢复和最终的政治进步将大大改善概率分布。	If, however, central banks can contain domestic and global inconsistencies long enough, the combination of endogenous healing and eventual political progress would significantly improve the probability distribution.
老牌的跨国企业和它们的源起国需要为迎接新势力的挑战作出调整，还要适应这些新贵企业为世界市场带来的变化。	Established TNC’s, and their home countries, will need to adjust to this new constellation of forces and its implications for the world market.
奥巴马的连任给出了一个信号，一个只有在言论不脱离实际的情况下才会引起广泛共鸣（包括在过美国国内）的信号，这在奥巴马的第一个任期中屡试不爽。	Obama’s reelection sends a message, but one that will resonate widely – including at home – only if rhetoric does not depart from reality, as was too often the case during Obama’s first term.
莫迪去年就任总理时，他和他的印度人民党（BJP）突然认识到了商品和服务税的好处，开始大张旗鼓地宣传这项法案，但也不乏重要的修订之处。	When Modi became Prime Minister last year, he and his Bharatiya Janata Party (BJP) suddenly recognized the virtues of a GST, embracing the bill with great fanfare, but also with important amendments.
对一个经济成功基于技术创新的国家来说，目前基础研究投资占GDP之比还不如半个世纪前，这简直令人震惊。	Shockingly for a country whose economic success is based on technological innovation, the GDP share of investment in basic research is lower today than it was a half-century ago.
作为世界第六大经济体、拥有4,000万人口、堪称美国未来的化身、由团结负责的民主党政府执政的加利福尼亚州是进步联邦主义能够取得什么成就的榜样。	With the world’s sixth-largest economy, a population of nearly 40 million that looks like the future of America, and a united and responsible Democratic government, California is a model of what progressive federalism can accomplish.
外围国主权债务名义利率仍然非常低，而即使将极低的通胀预期（甚至通缩预期）考虑在内，实际利率仍然很低。	Nominal interest rates for periphery countries’ sovereign debt have remained extremely low, and, even when taking into account expectations of very low inflation (or even deflation), real interest rates are low.
摩根大通的CEO詹姆斯·戴蒙（James Dimon）今年早些时候由于轻率冒险导致将近60亿美元的巨亏（也许可以把那称为“三个郭儒博”的大失败 ） ， 可他的工作显然还比较稳固。	Jamie Dimon, CEO of JP Morgan Chase, presided this year over reckless risk-taking to the tune of nearly $6 billion (we might call it a “three Grübel” debacle), yet his job apparently remains secure.
于是，核军备竞赛开始了。 1960年，美国总统肯尼迪警告说，到20世纪60年代中期将由15、20乃至25个有核国家。	So the nuclear arms race began, and in 1960 President John F. Kennedy warned that there would be 15, 20, or 25 nuclear states by the mid-1960s.
但莫拉莱斯之所以能够成为融合这三大标志领域的领袖确乎反映了这样一个事实：20世纪90年代的机构改革扩大了社会参与基础，为新兴领导人和政治运动带来了发展机遇。	But the making of Morales as a leader able to combine these three dimensions reflects two institutional reforms in the 1990’s that expanded social participation and opened up opportunities for new leaders and political movements.
德国经济从1995年到2005年只增长14 ％ ， 成为意大利之后的欧洲“第二落后者 ” 。 法国经济则增长23.6 ％ ， 接近老欧盟国家平均水平24.3 ％ 。	While Germany grew by only 14% in the ten years from 1995 to 2005, ranking as Europe’s “vice-laggard” next to Italy, France grew by 23.6%, which was nearly the old EU countries’ average of 24.3%.
这只能让民粹主义者有效地散布“看，精英真的讨厌你，我们早就说了。 并且现在他们是糟糕的输家”这样的话，从而得到更高的政治分数。	This only allows populists to score more political points by saying, in effect: “See, elites really do hate you, just as we said, and now they are bad losers.”
尽管具体的代际界限划分或多或少带有任意性，但它们反映了一个重要趋势：军事前线和民用后方分界日益模糊。	While particular generational delineations are somewhat arbitrary, they reflect an important trend: the blurring of the military front and the civilian rear.
在美国以及其他地方，民选政府通常都会照顾好自己的人民，但如今，就跟那些背着顾客密谋打压“不守规矩”新竞争者的企业一样，政府自己都变成了一个独立的利益集团。	In the United States and elsewhere, elected governments used to take care of the people, but now, like companies colluding against their customers to keep out disruptive newcomers, they have become a separate interest group.
由于让借款人避免违约 — — 至少暂时避免 — — 的唯一办法是提供不断增加的流动性，因此，即使银行面临流动性约束，也仍然愿意扩大新贷款。	Given that the only way to enable borrowers to avoid default – at least temporarily – has been to provide an ever-increasing amount of liquidity, even banks facing liquidity constraints have remained willing to extend new loans.
北欧国家是实验新方法提供公共服务、同时采取劳动力关系上的“弹性保障 ” （ flexicurity）的先锋。	The Nordic countries have led the way in experimenting with new ways to deliver public services while adopting “flexicurity” in labor relations.
因此，穆迪已将意大利的主权信用评级下调到只比垃圾级别高一级的水平，理由是对该国的债务存量以及政府过度乐观的增长预测表示担忧。	As a result, Moody’s has since downgraded Italy’s sovereign credit rating to just one notch above junk level, citing worries about the country’s debt stock and the government’s overoptimistic growth projections.
美国和西方很多人将鲁哈尼视为伊斯兰共和国的温和派，因为艾哈迈迪内贾德更加激进而把他视作伊朗人的本来面目。	In America and the West, many will probably regard Rowhani as the friendly face of the Islamic Republic, whereas Ahmadinejad was its true – because more radical – embodiment.
偷猎者往往通过向买家展示犀牛角是从头骨上直接取下来的来证明其非法产品的真实性，而这种取角方式会直接导致犀牛死亡。	Poachers often prove the veracity of their illicit product by showing buyers horns that have been removed from the base of the skull, an extraction method that kills the animal.
采用最佳的施工方法可以释放出巨额价值：目前的状况是，类似项目的标价在不同国家可以相差50%到100%之多。	Meeting best practices could unlock huge value: as it stands, the price tags for similar projects can vary by 50-100% from country to country.
在第一种方法中，养鱼场将从海洋转移到循环水产养殖系统（RAS）中，鱼类生活在通过水泵、加热装置、通风装置和过滤装置管理的室内水箱。	In the first approach, fish farms would be moved from the ocean to recirculating aquaculture systems (RAS), in which fish are housed in indoor tanks that are regulated by pumps, heaters, aerators, and filters.
第一种可能是第一部长萨尔蒙德（Alex Salmond）所构想的，即成立一个货币联盟，其中的央行同时对苏格兰和没有了苏格兰的英国负责。	The first possibility, which First Minister Alex Salmond appears to have in mind, would entail a monetary union under a central bank accountable both to Scotland and the rump UK.
世界银行估算，今年世界侨汇总额将达到5,860亿美元，对于与银行竞争资金转移业务的公司来说，光是侨汇便已是一个巨大的增长机会。	Migrants’ remittances alone, which the World Bank estimates will total $586 billion this year, represent a tremendous growth opportunity for companies competing with banks to move money.
作为坎特伯雷大主教居间调停的和平协议的一部分，国王接受了贵族的要求，即一份被称为Magna Carta或曰“大宪章”的文件。	As part of a peace deal brokered by the Archbishop of Canterbury, the king accepted the baron’s demands, put to him in a document called Magna Carta, or “the Great Charter.”
在犹太人和以色列的问题上，他很有可能言行一致，但是，他果真就是后世的希特勒、而今天的伊朗就是三十年代的德国吗？	He very probably means what he says about Jews and Israel, but is he a latter-day Hitler, and is today’s Iran the equivalent of Germany in the 1930’s?
毕竟，朝鲜领导人从中国的成功案例中习得的主要经验便是：安全问题（毛泽东与美国恢复邦交之举）先于经济转型（邓小平的改革开放政策 ） 。	After all, the main lesson that North Korean leaders take from China’s success is that security (Mao Zedong’s rapprochement with the US) precedes economic transition (Deng Xiaoping’s reform and opening policy).
换言之，在过去的30年里，富国似乎已经实现了“可持续发展 ” ， 而穷国（除中国外）的经济发展却是不可持续的。	In other words, during the past three decades the rich world seems to have enjoyed “sustainable development,” while development in the poor world (barring China) has been unsustainable.
相反地，中国人民银行正在进行更为先发制人的打击 — — 试图通过减少过度杠杆来保证稳定，但一直以来都支持着越发以来信贷的中国实体经济都是依靠这些杠杆支撑着的。	Conversely, the PBOC is engaged in a more pre-emptive strike – attempting to ensure stability by reducing the excess leverage that has long underpinned the real side of an increasingly credit-dependent Chinese economy.
令人震惊的是，当其总理内塔尼亚胡本月早些时候在美国国会发表演讲时，他39分钟时间大谈伊朗对以色列造成的生存威胁，根本没有提到巴勒斯坦人民。	Astonishingly, when Prime Minister Binyamin Netanyahu addressed the United States Congress earlier this month, his 39-minute speech about Iran’s existential threat to Israel did not contain a single mention of the Palestinian people.
对此有一种解决方案正日渐流行，而且听上去似乎也合情合理，那就是全世界必须大幅削减每天的温室气体排放量。	One prescription that is bandied about with increasing frequency certainly sounds sensible: the world should drastically cut the amount of greenhouse gases that it pumps into the atmosphere each day.
任何想将原来生产食品的土地用于生产生物燃料的人都必须认识到这样做会提升食品价格，从而伤害最最贫困的那些人。	Whoever wishes to grow bio-fuels on land that was previously used for food production must recognize that this would increase food prices, harming the poorest of the poor.
比如，2003—2011年，土耳其的资本流入增加值接近GDP的8 % ， 这部分解释了70%的美元价格增幅。	For example, from 2003 to 2011, Turkey’s inflows increased by almost 8% of GDP, which partly explains the 70% increase in prices measured in dollars.
总统巴拉克·奥巴马、副总统乔·拜登和希拉里·克林顿本人都是尊严的典范，与特朗普墨索里尼似的举止和言语攻击有着很大的不同。	President Barack Obama, Vice President Joe Biden, and Hillary Clinton herself were paragons of dignity, compared to Trump’s Mussolini-like mannerisms and verbal aggression.
然而对此的执法不力令国内企业在很大程度上忽视了这些成本，到了2008年当局开始大力纠察缴费率，让企业倍感压力。	Yet weak enforcement long meant that domestic firms largely ignored those costs. Then, in 2008, the authorities began to enforce the contribution rate vigorously, which squeezed firms.
