source_zh	target_en
阿巴斯就可以声称，他已经建议哈马斯续订停火协议并结束对以色列城镇的导弹袭击，但是，哈马斯却坚持使巴勒斯坦平民遭受战争的荼毒。	Abbas will be able to argue that he advised Hamas to renew the truce and to end its missile fire on Israeli towns, but that Hamas insisted on exposing Palestinian civilians to devastation.
即便统治者会反对那些会损害其民粹主义议程的政策 — — 如高利率 — — 但也常常会屈服于金融市场的压力。	Even when rulers rant against policies that will hurt their populist agendas – like high interest rates – they typically succumb to pressure from financial markets.
政府还声称我掌控了布鲁塞尔的欧洲机构，而且我正利用这样的控制对欧盟成员国强制推行邪恶的“索罗斯计划 ” 。	The government also claims that I control the European institutions in Brussels, and that I am using that control to impose the nefarious “Soros Plan” on EU member states.
amp#160;amp#160;amp#160; 目前研究的不同机器可以在网站www.roadabletimes.com找到。	The variety of machines currently under study is accessible at www.roadabletimes.com .
发自北京 — — 今年6月，中国人民银行宣布结束持续了23个月的人民币/美元汇率挂钩，并重新恢复到危机发生前2005年7月颁布实施的汇率管理办法。	BEIJING – In June, the Peoples’ Bank of China (PBC), China’s central bank, announced an end to the renminbi’s 23-month-old peg to the dollar and a return to the pre-crisis exchange-rate regime adopted in July 2005.
全世界最大的20个交易会（由室内展出面积衡量）有25个在德国举办，而且德国也在自然资源出口商位居首位。	Fifteen of the world’s 20 biggest trade fairs (measured by indoor exhibition space) are held in Germany, and the country tops the list in world commodity exports.
这种转移支付从就不是这一经济和货币联盟的特点，欧洲央行显然也不具备强制推动该联盟根本性变革的职权 — — 尤其是在这些变化只有利于一个国家集团的情况下。	Such transfers were never supposed to be a feature of the Economic and Monetary Union, and it is clearly not within the ECB’s mandate to force fundamental changes to the EMU system – especially if those changes favor one group of countries.
巴黎袭击发生后，法国和比利时（恐怖袭击预谋和组织的地方）无限期中止公民自由，一夜之间摇身一变成为（至少是法律意义上的）警察国家。	After the Paris attacks, France and Belgium (where the plot was planned and organized) suspended civil liberties indefinitely, transforming themselves overnight into what are, at least by statute, police states.
最近对于此项规定的修改允许银行收回房子，但是它们必须协助安排贷款者住进价格便宜一些的替代住房。 对于放贷者来说要将此付诸实施简直是一个行政性噩梦，尤其是如果有很多人同时开始违约的话。	A recent revision of that decision permits banks to repossess homes, but only if they help arrange alternative lower-cost housing – an administrative nightmare for lenders, particularly if a lot of people start defaulting at the same time.
核事故、公众反对和高投资成本已经导致核能投资急剧下降；20世纪70年代后期以来，美国再没有委托建造任何核电厂。	Nuclear accidents, public opposition, and high capital costs have already provoked a drastic drop in nuclear-energy investment; in the United States, no nuclear-power plant has been commissioned since the late 1970’s.
在审读了尼古丁中毒和尝试自杀的案例报告后，药物学家本恩德·梅耶（Bernd Mayer）发现人类尼古丁致死剂量必须要达到500—1000毫克吸收 — — 不仅是摄入 — — 尼古丁。	After reviewing case reports of nicotine intoxications and suicide attempts, the pharmacologist Bernd Mayer found that the lethal dose of nicotine in humans must be somewhere between 500-1000 mg of absorbed – not just ingested – nicotine.
新兴国家外汇储备总量自1994年以来首次出现下降。 从1994年开始，新兴市场外汇储备大幅攀升，成为过去二十年来全球经济的一个显著特征。	And the aggregate foreign-exchange reserves held by emerging countries declined for the first time since 1994, when they began the steep upward climb that has been a defining feature of the global economy during the last two decades.
巴黎—1948年，联合国大会通过了世界人权宣言，肯定了“人民的意愿 ” — —民主 — — 应该成为政府的基础。	PARIS – On December 10, 1948, the United Nations General Assembly adopted the Universal Declaration of Human Rights, affirming the view that “the will of the people” – democracy – should form the basis of any government.
许多人认为全球不平衡是问题的根源，这种不平衡反映出美国的储蓄率近乎于零。 那些效仿美国最出色的经济体也是如此，包括英国，爱尔兰和西班牙。	The global imbalances that many people view as being at the root of the problem reflected savings rates of near zero in the US, as well as in those economies that seemed best to emulate the American model – the United Kingdom, Ireland, and Spain.
由于这个职位的任命并不需要国会的批准，总统可以指派任何他想要的人，而不会因他的选择被美国参议院痛骂。	Because this position does not require Congressional approval, the president may appoint whomever he wants, without having his choice raked over the coals in the US Senate.
美联储对欧洲的支持也令人瞩目，因为当时美国政府的其余部门事实上都是旁观者 — — 光说不练，并没有为欧元区受困经济体提供真金白银。	The Fed’s support for Europe was similarly remarkable, because the rest of the US government was an ineffective bystander at the time – able to offer cheap counsel but little hard cash to the eurozone’s distressed economies.
美联储可能“逐步减少”其量化宽松（QE）等迹象让投资者争相降低新兴市场风险敞口，导致新兴市场货币大幅贬值、股价崩盘。	Indications that the US Federal Reserve might “taper” its quantitative easing (QE) drove investors to reduce their exposure to emerging markets, sharply weakening their currencies and causing their equity prices to tumble.
实现这一目标的唯一途径是提高准入价格或凌驾国家主权之上以增加移民的总数 — — 两个选项在政治上都是站不住脚的。	The only way to achieve that would be to increase the price of admission or override national sovereignty to increase the total number of slots – both politically untenable options.
就在不久前， 英中两国政府、威康信托基金、美国生物医学高级研究与发展管理局（BARDA）以及丹麦制药企业诺和诺德联合成立了新的资助计划。	Just recently, new joint funding initiatives were launched by the British and Chinese governments, the Wellcome Trust, the United States’ Biomedical Advanced Research and Development Authority (BARDA), and the Danish pharmaceutical company Novo.
虽然他一心想要增加法国劳动力市场的灵活性，但同时又想阻止外国公司收购法国公司并保护空中客车公司的工人不被裁员。	Although he does want to make the French labor market less rigid, he would block foreign takeover bids of French companies and protect Airbus workers from possible job losses.
特朗普承诺再次减税被普遍视为共和党国会领导人 — — 最重要的是，该党最大的捐助者 — — 在2016年总统大选中支持他的主要原因，而且他们仍在这样做。	Trump’s promise to cut taxes again is widely viewed as a major reason why Republican congressional leaders – and, most important, the party’s big donors – supported him in 2016 and continued to do so.
而且，相对于财政政策而言，衰退保险不会对政府造成开销。 这是因为，如果它能够刺激信心，那么，所要保险的风险就不会发生。	Moreover, recession insurance might, in contrast to fiscal policy, impose no costs on the government, for if it stimulates confidence, then the risk being insured against is prevented.
按克林顿的说法，美国希望欧洲可以紧随其后，这样一来亚洲将不再仅仅是一个市场，而同时也是共同战略行动的焦点。	The US, according to Clinton, hopes that Europe will follow suit, so that Asia is seen not only as a market, but also as a focus of common strategic action.
而在其他国家，比如约旦、摩洛哥、科威特，也门和巴林，执政者在许多领域都将民主排除在外，而极端主义则迅速乘虚而入。	Other countries, such as Jordan, Morocco, Kuwait, Yemen, and Bahrain, have created more limited space for democracy. There, too, Islamists have immediately filled it.
在这场拥挤的权力角力中，只有日本置身事外，在很大程度上选择了冷眼旁观，并着力培养与美国的关系。 美国现在提供反导技术来对付朝鲜的威胁。	In this crowded power play, only Japan is left out, choosing for the most part to remain aloof and cultivate its relations with the US, which is now to supply anti-missile technology to counter the North Korean threat.
在地球上，央行行长和债券投资者还是有一些共同点的：他们都担心目前波动里极低的情况不可持续或并非好事。	Here on Earth, central bankers and bond investors have something in common: both worry that the current period of extremely low volatility is neither sustainable nor desirable.
国际奥委会如今已经成为了一座展现某些人类最低贱品行 — — 贪婪、 虚伪和剥削 — — 的屈辱柱，也正是这些导致很多机构丧失了人们的信任。	The IOC has become a monument to some of humanity’s worst tendencies – the greed, hypocrisy, and exploitation that have led so many to distrust institutions.
他的两本近著分别起名为《死于中国 》 （ Death by China，2011年）和《卧虎：中国军国主义对世界意味着什么 》 （ Crouching Tiger: What China’s Militarism Means for the World，2015年 ） ， 里面充斥着地摊文学水平的偏见。	The titles of his two most recent books – Death by China (2011) and Crouching Tiger: What China’s Militarism Means for the World (2015) – speak volumes about his tabloid-level biases.
热浪来袭期间，印度城市温度即使在夜间也有可能达到极值，从而导致睡眠对那些没有正规住所或现代制冷方式的人而言演变成一种痛苦。	During heat waves, urban temperatures in India can be extreme even at night, making sleeping agonizing for those without proper shelter or modern cooling methods.
而无限期QE实施过程中，通过抬升通胀预期压低实际利率的做法也有风险，最终会把高通胀预期的火焰煽起来。	And the reduction in real interest rates via a rise in expected inflation when open-ended QE is implemented risks eventually stoking inflation expectations.
美国的新保守主义者们已经把他们国家相当大的力量和道德权威浪费在和伊拉克那场无谓的战争上，心甘情愿地削弱了西方唯一的全球大国的力量。	America’s neo-conservatives have wasted a large part of their country’s power and moral authority in an unnecessary war in Iraq, willfully weakening the only global Western power.
德国加强了已然十分严格的劳动力市场监管、追求错误的能源政策、颠覆了养老金改革，它正在自挖当前经济局面的脚跟，朝问题国家迈进。	By reinforcing already-strict labor-market regulation, pursuing a misguided energy policy, and reversing pension reform, Germany is undermining its current economic position and will move in the direction of problem countries.
这起地方性恐怖事件具有全国性意义，因为它证明已故美国外交官兼战略家乔治·凯南的警告是正确的，凯南警告美国外交决策者应该遏制自己的行为冲动，特别是在军事方面。	This act of local horror was also one of national significance, for it vindicated the late US diplomat and strategist George F. Kennan’s warning that American foreign policymakers should hold in check their urge to act, especially militarily.
光是在过去五年，就有数万人丧生，近四分之一人口流离失所，其中许多人只能逃往邻近的肯尼亚、乌干达和苏丹。	In the last five years alone, tens of thousands have died, and nearly a quarter of the population has been displaced, with many having little choice but to flee to neighboring Kenya, Uganda, or Sudan.
用进口弥补储量的下降 — — 大约一半的天然气储量和五分之一石油储量已经被用掉了 — — 意味着每年要花去3000亿美元以上的成本。	Covering this drop in reserves – more than half of gas reserves and a fifth of oil reserves have been consumed – with imports implies an annual cost of more than $300 billion.
两国都在寻求为亚洲建立可行的和平结构，这个结构将允许中国继续成长和繁荣，也将阻止任何国家的霸权行为。	Both countries seek to create a viable structure of peace for Asia, one that allows China to continue to grow and prosper, but that prevents any one country from claiming hegemony.
毕竟，过去造成的投资短缺必须得到弥补，与此同时，还要进行面向未来的投资，因此当下的一代就不得不背负起双重负担。	After all, past investment shortfalls have to be made up and future-oriented investments undertaken simultaneously – a double burden that must be borne by the current generation.
公众对于非法入境问题的抗议声越来越大，但是对怎样处理那些已经在国内非法居住了数年或者未来想要到美国来的那些人并没有达成一致的意见。	There is growing opposition to illegal entry, but no consensus about what to do about those who have been in the country illegally for years or those who want to come to the US in the future.
最可靠的数据表明，他成功地减少了不平等性；在他执政期间，委内瑞拉的基尼系数（衡量收入不平等性的百分制指标）从50下降至39，是拉丁美洲国家中下降幅度最大的。	The most reliable data suggest that he was successful at reducing inequality; during his rule, Venezuela’s Gini coefficient, a 100-point scale measuring income inequality, fell from 50 to 39, the biggest decline in Latin America.
流通于欧元区的所有资金都产生于这五个国家，并随后大部分用于购买北欧成员国商品和资产以及偿还外国债务。	All the money circulating in the eurozone originated in these five countries and was then largely used to buy goods and assets in the northern member countries and redeem foreign debt taken from them.
贝鲁特—三年前，区域民意调查显示中东地区最受人们爱戴的领导是真主党领袖哈桑·纳斯鲁拉，叙利亚总统巴沙尔·阿萨德以及伊朗总统马哈茂德·艾哈迈迪－内贾德。	BEIRUT –Three years ago, regional opinion polls showed that the Middle East’s most popular leaders were Hezbollah leader Sayed Hassan Nasrallah, Syrian President Bashar al-Assad, and Iran’s President Mahmoud Ahmadinejad.
除非民主世界明白现在决非相信外交妥协的时候、必须以足够强硬的立场阻止普京的帝国图谋，否则事件可能朝不可收拾的方向发展。	Unless the democratic world understands that now is not the time for faith in diplomatic compromise, and that it must respond strongly enough to stop Putin’s imperial designs, events could follow a logic that is too dreadful to contemplate.
类似地，英国的保守党政府 — — 它支持退欧的民粹主义目的 — — 最近也宣布了新一轮数十亿英镑规模的社会保障、教育和工作阶级税收优惠削减。	Similarly, Britain’s Tory government, which has espoused Brexit’s populist aims, has recently announced another multi-billion-pound reduction in social security, education, and tax credits for the working poor.
上一次通过全面经济抵制让伊朗石油出口下降到可忽略水平是在二十世纪中叶，当时，伊朗深孚众望的当选总理摩萨德实施了石油工业国有化。	The last time Iran’s oil exports were reduced to negligible levels through an extensive economic boycott was in the mid-twentieth century, when Iran’s popularly elected prime minister, Mohammad Mossadegh, nationalized the oil industry.
即便是在经济快速发展的国家，由人口统计上的巨大变化所驱动的一系列因素，已经悄然将知识、社会责任和生活机会的不平等从一代人转移到下一代人。	Even within countries experiencing rapid economic growth, an array of factors, exacerbated by tremendous demographic changes, has conspired to transmit inequality of knowledge, social responsibility, and life chances from one generation to the next.
25年来最严重的经济减速让预算赤字扩大到创纪录的水平，巴西总统罗塞夫被迫转向紧缩，包括削减失业救济的福利补贴。	With the most severe economic slowdown in 25 years expanding the budget deficit to record levels, Brazilian President Dilma Rousseff has been forced to turn to austerity, including cuts in unemployment and welfare benefits.
比如，欧洲和世界的未来状态充满了不确定性，争论扩张或TTIP似乎毫无意义 — — 甚至更加糟糕，因为即使开放这些讨论也必然正中欧洲怀疑派下怀。	For example, given so much uncertainty about the future state of Europe and the world, debating enlargement or the TTIP seems pointless – or worse, because even opening such discussions is certain to play into the hands of Euroskeptics.
举个例子，限制公共开支增长率（势头）可以作为债务标准的一个补充，这个增长率不允许超过国内生产总值限定的百分比。	The debt criterion, for example, could be supplemented by a limit on the (trend) growth rate of public spending, which would be kept below that of nominal GDP.
但以色列方面却仍未公开答应美国和巴勒斯坦关于停止在耶路撒冷兴建犹太人定居点的要求，而此项要求是在美国副总统乔·拜登最近的以色列之行中敲定的。	But Israel has not publicly agreed to the American and Palestinian request to rescind the settlement construction in Jerusalem approved during US Vice President Joe Biden’s recent visit to Israel.
如果哈梅内伊迅速攫紧权力，穆斯维就难以到总统之位，但他至少还继续承载着那些与政府意见相左的大多数伊朗人的期望。	If Khamenei holds fast, Mousavi cannot gain the presidency, but he will continue to represent the hopes of the majority of Iranians who differ dramatically with their government.
顺理成章的结果是恐惧得到了遏制：当被问及移民是否抢走了本土居民的就业机会时，80％的德国人及77％的瑞典人都表示并非如此。	As a result, fear is muted: asked whether immigrants take away jobs from native-born citizens, 80% of Germans and 77% of Swedes said that they do not.
埃及政府需要维持稳定的外国融资,以支撑整个国家,并以此来平衡国际上对穆尔西施行的有违埃及基本人权 的措施的反对之声。	Egypt’s government needs to secure consistent foreign financing to keep the country afloat, providing leverage for international opposition to Morsi’s efforts to impose an agenda that runs contrary to Egyptians’ fundamental rights.
因此，当意识形态与其势不两立的共和党反对派在其入主白宫的第一天就采取焦土政策，把这一愿景当着他的面踩得粉碎的时候，其拒绝合作并非只关乎政策，而是影响到了奥巴马的为人。	So, when an ideologically implacable Republican opposition, in his very first days in office, threw the vision back in his face, adopting a policy of scorched-earth opposition, the rejection was about more than policy – it affected his very being.
汉斯莫拉维茨和其他计算机科学家在20世纪80年代时指出，对我们来说轻而易举的事情，对最先进的人工智能来说也是难于上青天；反之，人工智能常常能够轻松完成我们认为困难的事情。	Hans Moravec and other computer scientists pointed out in the 1980s that what is simple for us is hard for even the most sophisticated AI; conversely, AI often can do easily what we regard as difficult.
事实上，一些欧洲穆斯林曾远赴阿富汗，巴基斯坦和伊拉克；另外一些曾东渡也门和索马里拜师学艺，学成归来后，他们成为坚定的激进分子和反抗西方的战士，在他们眼中，西方使伊斯兰蒙羞。	True, some young European Muslims have traveled to Afghanistan, Pakistan, and Iraq; some went as far as Yemen and Somalia, and came back as hardened radicals, soldiers in a war against a West that, in their view, dishonors Islam.
现在，欧盟委员会要等到本月底才能确定法国是否足够认真地对待改革，因而可以避免因为没有履行其明年将预算赤字削减至GDP的3%以下的承诺而遭受惩罚。	The Commission now has until the end of this month to determine whether France has pursued reform diligently enough to avoid penalties for breaking its pledge to cut its budget deficit to less than 3% of GDP by next year.
按照这位离过两次婚、公开声称自己是“文化天主教徒”的总统的说法，法国应该建立一种“积极的世俗主义 ” 。	In particular, according to the twice-divorced self-confessed “cultural Catholic,” France should develop a “positive secularism.”
但是，一些观察者 — — 而不仅仅是一贯的悲观派 — — 反驳说证据仍然只是偶然的，无法预测当前经济状况会持续多久。	Still, some observers – and not just chronic pessimists – have countered that the evidence remains anecdotal, and that it is impossible to predict how long the current economic moment will last.
但指望简单的答案 — — 如更多财政刺激或更多紧缩 — — 成为万灵丹是不正确的；在更多时候，根本问题与债务、结构僵化、投资不足和竞争力疲软有关。	But it is wrong to believe that simplistic answers, such as more fiscal stimulus or more austerity, are a panacea; more often, the underlying problems relate to debt, structural rigidities, low investment, and weak competitiveness.
1951年到1969年的君主制统治期间，伊德里斯国王的亲属及核心集团的铁蹄无情践踏了羽翼未丰的国家机构。	Under a monarchy that led the country from 1951-1969, King Idris’s relatives and inner circle ran roughshod over fledgling state institutions.
不同于自由主义者和左翼人士，右翼及伊斯兰意识形态宣传的社会秩序和日常生活愿景专制、等级森严并往往遵循某种仪式。	Unlike liberals and the left, right-wing and Islamist ideologues promote an authoritarian, hierarchical, and often ritualized vision of social order and daily life.
美国和欧盟（它们对库尔德人独立的概念反应都相当冷静）的一个选择是支持或参与库尔德斯坦地区政府（KRG）和伊拉克政府在巴格达的谈判。	One option for the US and the European Union (which has been similarly cool to the idea of Kurdish independence) would be to support or participate in negotiations between the Kurdistan Regional Government (KRG) and the Iraqi government in Baghdad.
)但是，当我询问首相近况如何时，他马上咧着嘴回答说 ： “ 当你知道不必在位另一场选举而战时，感觉好极了 。 ”	But no sooner had I asked the Prime Minister how he was than he replied with a grin: “It’s nice to know one doesn’t have to fight another election.”
这一巨型地区协议可能还有一个与世贸组织共有的优势：更多的参与方可以淡化主导国的威权，从而阻止其强迫谈判伙伴屈从于不平衡的协定。	The mega-regional approach may have one more advantage, shared with the WTO: the involvement of more parties can dilute the authority of a major country and thus limit its ability to strong-arm its negotiating partners into an unbalanced agreement.
例如在大萧条时期，美国总统赫伯特·胡佛签署了1930年《斯穆特-霍利关税法案 》 ， 意图保护美国工人和农民免受外国竞争。	For example, during the Great Depression, US President Herbert Hoover signed the 1930 Smoot-Hawley Tariff Act, intended to protect American workers and farmers from foreign competition.
7月6日，他最新的贸易限制措施 — — 对总值约340亿美元的中国进口产品征收25％的关税 — — 正式生效。	On July 6, his latest trade restrictions – 25% tariffs on about $34 billion of Chinese imports – took effect.
但2000年9月，在第55界联合国大会上，189个国家的领导人启动了千年发展计划，这些截止期也就无疾而终了。	Yet those deadlines had come and gone when, in September 2000, during the 55th UN General Assembly, leaders of 189 nations adopted the MDGs.
今年德国的绿色补贴将耗资236亿美元，居民电价从2000年来上涨了80 % ， 导致690万家庭陷入能源贫困。	In Germany, where green subsidies will cost €23.6 billion this year, household electricity prices have increased by 80% since 2000, causing 6.9 million households to live in energy poverty.
最近，中国的增长很大程度上依靠债务融资的投资 — — 通常是基础设施和住房等项目，旨在支持中国梦 — — 因此任何控制信用增长的努力都有可能导致硬着陆。	Given that China owes much of its recent growth to debt-financed investment – often in projects like infrastructure and housing, meant to support the Chinese Dream – any effort to get credit growth under control is likely to cause a hard landing.
协议继续要求初级预算盈余（不含利息支付）到2018年增加至GDP的3.5 % ， 这将恶化希腊衰退。	The agreement continues to require primary budget surpluses (net of interest payments), rising to 3.5% of GDP by 2018, which will worsen Greece’s slump.
坎布里奇 — — 在5月下旬典型的一周，共和党的假定总统提名人唐纳德·特朗普再次登上了报纸的头版头条。	CAMBRIDGE – During a typical week in late May, Donald J. Trump, the presumptive Republican nominee for the US presidency, grabbed headlines yet again.
自2016年政变失败以来，土耳其法庭已经审理了约4，6000起涉及起诉民众侮辱总统、民族或国家机构的案子。	Since a failed coup attempt in 2016, Turkey’s courts have processed some 46,000 cases involving people accused of insulting the president, the nation, or its institutions.
主权债务水平高企，加上金融部门中某些部分的不当行为，放大了欧元区危机，也造成了重要的信心问题，如今需要系统性方案才能解决。	High levels of sovereign debt, together with the behavior of parts of the financial sector, have amplified the crisis in the eurozone and raised important issues of confidence that now require a systemic answer.
进步变化研究所（Progressive Change Institute）正在运作“大观点工程 ” （ The Big Ideas Project ） ， 人们投票选择他们所认为的最重要的政策议案。	The Progressive Change Institute is currently running “The Big Ideas Project,” whereby people can vote on what they regard as the most important policy proposals.
逊尼派阿拉伯政党起初不愿接受任何邦联国家理念，但随着时间推移，他们开始相信什叶派政党永远不会自愿分权。	The Sunni Arab parties initially rejected any notion of a confederated state, but in time they came to believe that the Shia parties would never share power voluntarily.
而且可能不会有太多警告，因为气候影响通常不会以线性方式逐渐演变，而是突然剧烈出现，一旦我们实现对某个临界点的突破。	And we may not get much warning, because climate effects generally do not evolve in a linear fashion, but rather emerge suddenly and powerfully, once certain tipping points have been reached.
美国与比利时进行八分之一决赛的那个星期二下午，科罗拉多州阿斯彭（Aspen）的每一间酒吧都坐满了人。	On the Tuesday afternoon when the US played Belgium in the knockout round, every bar in Aspen, Colorado, was packed.
那些自觉幸福的人往往寿命更长，更少出现自杀，滥用药物或者酗酒等行为，更容易升职，朋友更多，婚姻也更长久。	People who claim to be happy tend to live longer, commit suicide and abuse drugs and alcohol less often, get promoted more frequently by their employers, and enjoy more good friends and lasting marriages.
而仅仅一个月前，大概还有很多人从来没听说过戴维的祖国，一个与莫桑比克、赞比亚和坦桑尼亚接壤的仅有1300万人口的非洲内陆国家。	A month before, it seems safe to assume, many of these people had never heard of his native land, a landlocked African nation of about 13 million people bordering Mozambique, Zambia, and Tanzania.
这种冲击可能来自于国内，而且会以不同形式出现，例如卷土重来的通胀或美国总统特朗普也已发动的贸易战持续升级。	That shock could be homegrown, coming in the form, say, of renewed inflation or of the continued escalation of the trade war that US President Donald Trump has started.
IMF所辨别的第二大挑战 — — 欧元区银行体系容量过剩及相关的不良贷款问题 — — 理论上也是可以解决的。	The second big challenge that the IMF identifies – excess capacity in the eurozone banking system, and the related problem of non-performing loans – is also, in principle, solvable.
但这意味着军队将回归到政治核心 — — 进而牺牲掉强化民众控制这一穆尔西去年8月当选以来的最大进步。	But this would mean returning the army to the center of politics – and thus sacrificing the gains from Morsi’s imposition last August of greater civilian control.
但在拉詹和政府一幕上演之后 — — 同时考虑到这一事件令人厌恶的进展方式 — — 人们有理由担心印度现在也会犯下经济管理方面的错误。	But, following the episode between Rajan and the government – and considering the unsavory manner in which it played out – there is reason to worry that India, too, may now stumble in its economic governance.
但韩国等国家正在感受中国崛起的压力 — — 中国单方面扩大其放空区所引起的愤怒即是明证 — — 它们将会有热烈的反应。	But countries like South Korea that are feeling the pressure of China’s rise – as demonstrated by the current furor over China’s unilateral expansion of its air defense zone – may well reciprocate such an effort.
事实上，由于商品价格偏低，世界可能将于2009年目睹俄罗斯和巴西的准衰退，中国和印度则会大大放慢速度，这对于这些国家来说就等同于硬着陆（增长大大低于潜能 ） 。	Indeed, the world should expect a near recession in Russia and Brazil in 2009, owing to low commodity prices, and a sharp slowdown in China and India that will be the equivalent of a hard landing (growth well below potential) for these countries.
不过，目前还不清楚中国将以何种方式着陆 — — 这不仅是因为官方统计数据可能极大夸大了当前的GDP增长。	Still, it is unclear what kind of landing China faces – not least because official statistics may be overstating current GDP growth considerably.
有关宗教和科学的丑陋辩论通常看似局限在美国。 但是，最近几个月来，这场辩论开始蔓延，首先到欧洲，然后遍布全球。	Ugly debates about religion and science usually seem to be confined to the United States. In recent months, however, such debates have begun to spread – first to Europe and then around the world.
美国人是后来者，但朝鲜对美帝国主义的官方仇恨不仅来自于野蛮的朝鲜战争，同时也来自于外国压迫留下的漫长而痛苦的记忆。	The Americans are latecomers, but official hatred of American imperialism in North Korea stems not only from the savage Korean War, but also from the long memory of foreign oppression.
其二，克鲁格曼没有解释为何在2008~2009年被证明有效的凯恩斯主义政策会如此迅速地被财政紧缩政策逆转和取代。	Second, Krugman fails to explain why the Keynesian policies vindicated in 2008-2009 were so rapidly reversed and replaced by fiscal austerity.
对我和我的政府来说，眼前的主要任务 — — 更加努力地复兴日本经济 — — 与捍卫日本在全球和���、进步与繁荣事业中的先锋地位是不可分割的。	For me and my government, the main task ahead – working even harder to restore Japan’s economy – is inseparable from safeguarding our country’s position in the global vanguard of peace, progress, and prosperity.
结果英国本土的外国劳工数量自1993年以来翻了一番，达到600余万，相当于总劳动力的10 ％ ， 如今大部分都来自非欧盟其他原始成员国的低工资国家。	As a result, the number of foreign-born workers in Britain has doubled since 1993, to more than six million, or 10% of the labor force, with most now coming from low-wage countries that were not among the EU’s other original members.
你或许会批评布洛克观点的某些细节：如果能够根深地理解凯恩斯，他将能更有力地反驳“如果国家出资的项目值得进行，那么私人部门早就在这么做了”之类的诘难。	One can criticize details of Brock’s case: a deeper understanding of Keynes would have given him a more persuasive response to the objection that, if state-financed projects were worth doing, the private sector would be doing them.
鉴于出口产品中的德国附加值总量增长仅仅是由于德国专门从事与出口有关的生产的效应，因此，不能因此而得出较佳的评估。	A favorable assessment cannot rest on the fact that the overall German value-added in exports has been growing because this is simply an effect of the German specialization in export-related production.
2009~2014年间，发展中国家总共获得了2.2万亿美元的净资本流入，部分原因是发达经济体的量化宽松政策在令利率处于近零水平。	During 2009-2014, developing countries collectively received a net capital inflow of $2.2 trillion, partly owing to quantitative easing in advanced economies, which pushed interest rates there to near zero.
范龙佩的眼光显然会比一个任期六个月的国家总统更为长远，而阿什顿女士则能够把欧盟对外政策的政治与资源整合起来。	Van Rompuy will be able to offer a longer view than that of a six-month national presidency. Lady Ashton should be able to tie together the political and resource arms of Europe’s external policies.
即便不考虑转移支付在大多数国家已经在财政上不可持续的事实（因为该政策早在经济和人口构成尚处于理想状态时就被实施和扩大了 ） ， 它们是否就能提振经济呢？	Leaving aside the fact that transfer payments are already fiscally unsustainable in most countries (because they were adopted and expanded under better economic and demographic conditions), could they lift the economy?
人均收入基尼系数已经超过了50（100代表最大程度的不平等 ） ， 这意味着中国已经步入世界上最不平等的四分之一国家行列。	The Gini coefficient of per capita income has surpassed 50 (with 100 representing maximal inequality), putting China in the upper quartile of inequality worldwide.
因此，美国消费的持续疲软意味着出口导向发展中经济体将承受压力。 好消息是这将迫使它们实施早就应该实施的以刺激国内消费需求为目标的再平衡战略。	So enduring weakness in US consumption implies pressure on the growth of export-led developing economies. The good news is that will force them to embrace long-overdue rebalancing strategies aimed at stimulating domestic consumer demand.
如果人均收入可以作为评判标准，那么摩纳哥、卡塔尔、卢森堡、文莱、列支敦士登、科威特、挪威和新加坡都比美国排名靠前。	If per capita income were the criterion by which to judge, Monaco, Qatar, Luxembourg, Brunei, Liechtenstein, Kuwait, Norway, and Singapore would all rank ahead of the US.
2008年全球危机爆发时，我们还没有保护跨国银行业务网的监管框架，因此暴露出了极大的脆弱性，比如杠杆率过高和外汇风险。	When the global crisis erupted in 2008, there was no regulatory framework to protect the cross-border networks, and large vulnerabilities, in the form of excessive leverage and foreign exchange, were exposed.
许多支持英国退出的人搬出一些政策和监管规则 — — 比如欧盟与加拿大和新加坡的自由贸易协定 — — 胡乱拼凑出一幅身在欧洲之外的英国的图景。	Many advocates of withdrawal cherry-pick policies and regulations, such as provisions of the EU’s free-trade agreements with Canada and Singapore, to cobble together a vision of what life would like be for the UK outside of Europe.
托克维克拒绝反动的恋旧，认为我们注定会获得民主的胜利，同时又警告民主对自由构成危险。 他因此理所当然地闻名于世。	Tocqueville is justly famous for rejecting reactionary nostalgia and regarding democracy’s triumph as our destiny, while warning against the dangers that democracy holds for liberty.
但如果市场原教旨主义阻挠扩张性宏观经济政策、阻止再分配性税收或公共支出，那么针对贸易、劳动力市场去监管和退休金改革的民粹主义反对必然会加剧。	But if market fundamentalism blocks expansionary macroeconomic policies and prevents redistributive taxation or public spending, populist resistance to trade, labor-market deregulation, and pension reform is bound to intensify.
IMF的模拟测试结果表明，全球增长率下降1.5个百分点将通过其对贸易和金融流的影响，光是在2012年就将造成270亿美元的外部融资缺口。	Simulations by the International Monetary Fund suggest that a decline in global growth of 1.5 percentage points could, owing to its impact on trade and financial flows, generate a $27 billion gap in additional external financing in 2012 alone.
根据国际能源署的最新《世界能源投资 》 （ World Energy Investment）报告，2016年全球石油和天然气行业总支出高达6,490亿美元。	According to the most recent World Energy Investment report from the International Energy Agency, global expenditure in the oil and gas sector totaled $649 billion in 2016.
